locality_name,gazetted_locality_name,vicnames_id,ufi,pfi,source
SUNDAY CREEK,SUNDAY CREEK,102878,814063499,205409859,Victoria Locality Boundary layer (MapServer/2)
SUNDERLAND BAY,SUNDERLAND BAY,102879,804193127,205410346,Victoria Locality Boundary layer (MapServer/2)
SUNSET STRIP,SUNSET STRIP,102880,804193123,205410385,Victoria Locality Boundary layer (MapServer/2)
SUNSHINE,SUNSHINE,102881,859613539,205410101,Victoria Locality Boundary layer (MapServer/2)
SUNSHINE NORTH,SUNSHINE NORTH,102882,856969681,205409948,Victoria Locality Boundary layer (MapServer/2)
SUNSHINE WEST,SUNSHINE WEST,102883,859613540,205409873,Victoria Locality Boundary layer (MapServer/2)
SURF BEACH,SURF BEACH,102884,804193128,205410235,Victoria Locality Boundary layer (MapServer/2)
SURREY HILLS,SURREY HILLS,102885,746966703,205410120,Victoria Locality Boundary layer (MapServer/2)
SUTHERLAND,SUTHERLAND,102887,468965356,205408415,Victoria Locality Boundary layer (MapServer/2)
SUTHERLANDS CREEK,SUTHERLANDS CREEK,102888,792936289,205408793,Victoria Locality Boundary layer (MapServer/2)
SUTTON,SUTTON,102889,550295889,205408554,Victoria Locality Boundary layer (MapServer/2)
SUTTON GRANGE,SUTTON GRANGE,102890,841274354,205408395,Victoria Locality Boundary layer (MapServer/2)
SWAN BAY,SWAN BAY,102891,728238654,205408974,Victoria Locality Boundary layer (MapServer/2)
SWAN HILL,SWAN HILL,102892,831486700,205407878,Victoria Locality Boundary layer (MapServer/2)
SWAN HILL WEST,SWAN HILL WEST,102893,831486701,205408109,Victoria Locality Boundary layer (MapServer/2)
SWAN ISLAND,SWAN ISLAND,102894,728238661,205410116,Victoria Locality Boundary layer (MapServer/2)
SWAN MARSH,SWAN MARSH,102895,810305686,205408630,Victoria Locality Boundary layer (MapServer/2)
SWAN REACH,SWAN REACH,102896,836975033,205408909,Victoria Locality Boundary layer (MapServer/2)
SWANPOOL,SWANPOOL,102897,468965493,205408434,Victoria Locality Boundary layer (MapServer/2)
SWANWATER,SWANWATER,102898,468965378,205408733,Victoria Locality Boundary layer (MapServer/2)
SWANWATER WEST,SWANWATER WEST,102899,468965349,205408520,Victoria Locality Boundary layer (MapServer/2)
SWIFTS CREEK,SWIFTS CREEK,102900,468965925,205407517,Victoria Locality Boundary layer (MapServer/2)
SYDENHAM,SYDENHAM,102901,791830793,205410180,Victoria Locality Boundary layer (MapServer/2)
SYLVATERRE,SYLVATERRE,102902,468965019,205409023,Victoria Locality Boundary layer (MapServer/2)
TABBERABBERA,TABBERABBERA,102903,468966265,205409647,Victoria Locality Boundary layer (MapServer/2)
TABILK,TABILK,102904,840422599,205408235,Victoria Locality Boundary layer (MapServer/2)
TABOR,TABOR,102905,788052924,205408977,Victoria Locality Boundary layer (MapServer/2)
TAGGERTY,TAGGERTY,102906,806917047,205407895,Victoria Locality Boundary layer (MapServer/2)
TAHARA,TAHARA,102907,795436750,205408330,Victoria Locality Boundary layer (MapServer/2)
TAHARA BRIDGE,TAHARA BRIDGE,102909,795436747,205409296,Victoria Locality Boundary layer (MapServer/2)
TAHARA WEST,TAHARA WEST,102910,795436751,205409327,Victoria Locality Boundary layer (MapServer/2)
TALBOT,TALBOT,102911,468965895,205409120,Victoria Locality Boundary layer (MapServer/2)
TALGARNO,TALGARNO,102912,849561983,205407791,Victoria Locality Boundary layer (MapServer/2)
TALLANDOON,TALLANDOON,102913,468965254,209235782,Victoria Locality Boundary layer (MapServer/2)
TALLANGATTA,TALLANGATTA,102914,509875199,205408624,Victoria Locality Boundary layer (MapServer/2)
TALLANGATTA EAST,TALLANGATTA EAST,102915,523736620,205409239,Victoria Locality Boundary layer (MapServer/2)
TALLANGATTA SOUTH,TALLANGATTA SOUTH,102916,523736621,209233397,Victoria Locality Boundary layer (MapServer/2)
TALLANGATTA VALLEY,TALLANGATTA VALLEY,102917,468965132,205407465,Victoria Locality Boundary layer (MapServer/2)
TALLAROOK,TALLAROOK,102918,857824960,205407676,Victoria Locality Boundary layer (MapServer/2)
TALLYGAROOPNA,TALLYGAROOPNA,102919,838124779,205408204,Victoria Locality Boundary layer (MapServer/2)
TAMBO CROSSING,TAMBO CROSSING,102920,468966187,205408730,Victoria Locality Boundary layer (MapServer/2)
TAMBO UPPER,TAMBO UPPER,102921,836975025,205408857,Victoria Locality Boundary layer (MapServer/2)
TAMBOON,TAMBOON,102922,468966305,205407440,Victoria Locality Boundary layer (MapServer/2)
TAMBORITHA,TAMBORITHA,102923,468966128,205408417,Victoria Locality Boundary layer (MapServer/2)
TAMINICK,TAMINICK,102924,468965242,205408229,Victoria Locality Boundary layer (MapServer/2)
TAMLEUGH,TAMLEUGH,102925,840422582,205408537,Victoria Locality Boundary layer (MapServer/2)
TAMLEUGH NORTH,TAMLEUGH NORTH,102926,840422579,205408964,Victoria Locality Boundary layer (MapServer/2)
TANDAROOK,TANDAROOK,102927,810305678,205409529,Victoria Locality Boundary layer (MapServer/2)
TANDARRA,TANDARRA,102928,525903708,205408295,Victoria Locality Boundary layer (MapServer/2)
TANGAMBALANGA,TANGAMBALANGA,102929,817075018,205409167,Victoria Locality Boundary layer (MapServer/2)
TANJIL,TANJIL,102930,808851338,205407571,Victoria Locality Boundary layer (MapServer/2)
TANJIL BREN,TANJIL BREN,102931,808851335,205408251,Victoria Locality Boundary layer (MapServer/2)
TANJIL SOUTH,TANJIL SOUTH,102932,808851370,205408228,Victoria Locality Boundary layer (MapServer/2)
TANTARABOO,TANTARABOO,102934,857824968,205410352,Victoria Locality Boundary layer (MapServer/2)
TANWOOD,TANWOOD,102935,835229257,205409555,Victoria Locality Boundary layer (MapServer/2)
TANYBRYN,TANYBRYN,102936,805745223,205408776,Victoria Locality Boundary layer (MapServer/2)
TARADALE,TARADALE,102939,841274378,205408732,Victoria Locality Boundary layer (MapServer/2)
TARCOMBE,TARCOMBE,102941,814063363,205407972,Victoria Locality Boundary layer (MapServer/2)
TARILTA,TARILTA,102943,841274386,205409974,Victoria Locality Boundary layer (MapServer/2)
TARNAGULLA,TARNAGULLA,102944,835229247,205409235,Victoria Locality Boundary layer (MapServer/2)
TARNEIT,TARNEIT,102945,791830820,205408965,Victoria Locality Boundary layer (MapServer/2)
TARNOOK,TARNOOK,102946,468965381,205409193,Victoria Locality Boundary layer (MapServer/2)
TAROON,TAROON,102948,810305681,205409745,Victoria Locality Boundary layer (MapServer/2)
TARRA VALLEY,TARRA VALLEY,102949,800701859,205409032,Victoria Locality Boundary layer (MapServer/2)
TARRANYURK,TARRANYURK,102950,571137466,205407918,Victoria Locality Boundary layer (MapServer/2)
TARRAVILLE,TARRAVILLE,102951,832994370,205409099,Victoria Locality Boundary layer (MapServer/2)
TARRAWARRA,TARRAWARRA,102952,820278087,205409712,Victoria Locality Boundary layer (MapServer/2)
TARRAWINGEE,TARRAWINGEE,102953,528871997,205408614,Victoria Locality Boundary layer (MapServer/2)
TARRAYOUKYAN,TARRAYOUKYAN,102954,788052868,205408042,Victoria Locality Boundary layer (MapServer/2)
TARRENGOWER,TARRENGOWER,102956,841274356,205409324,Victoria Locality Boundary layer (MapServer/2)
TARRENLEA,TARRENLEA,102957,795436744,205408252,Victoria Locality Boundary layer (MapServer/2)
TARRINGTON,TARRINGTON,102958,788052917,205408590,Victoria Locality Boundary layer (MapServer/2)
TARRONE,TARRONE,102959,798567228,205408178,Victoria Locality Boundary layer (MapServer/2)
TARWIN,TARWIN,102960,812374093,205409308,Victoria Locality Boundary layer (MapServer/2)
TARWIN LOWER,TARWIN LOWER,102961,812374105,205407624,Victoria Locality Boundary layer (MapServer/2)
TATONG,TATONG,102962,601188611,205407662,Victoria Locality Boundary layer (MapServer/2)
TATURA,TATURA,102964,815858147,205407893,Victoria Locality Boundary layer (MapServer/2)
TATURA EAST,TATURA EAST,102965,815858158,205409659,Victoria Locality Boundary layer (MapServer/2)
TATYOON,TATYOON,102966,468966145,205407550,Victoria Locality Boundary layer (MapServer/2)
TAWONGA,TAWONGA,102967,468965447,205407828,Victoria Locality Boundary layer (MapServer/2)
TAWONGA SOUTH,TAWONGA SOUTH,102968,468965535,205408728,Victoria Locality Boundary layer (MapServer/2)
TAYLOR BAY,TAYLOR BAY,102969,806917037,205409807,Victoria Locality Boundary layer (MapServer/2)
TAYLORS HILL,TAYLORS HILL,102970,791830803,205410111,Victoria Locality Boundary layer (MapServer/2)
TAYLORS LAKES,TAYLORS LAKES,102971,697028411,205409967,Victoria Locality Boundary layer (MapServer/2)
TEAL POINT,TEAL POINT,102972,468964879,205408647,Victoria Locality Boundary layer (MapServer/2)
TECOMA,TECOMA,102973,820278149,205410308,Victoria Locality Boundary layer (MapServer/2)
TEDDYWADDY,TEDDYWADDY,102974,847360172,205408478,Victoria Locality Boundary layer (MapServer/2)
TEDDYWADDY WEST,TEDDYWADDY WEST,102975,847360171,205408259,Victoria Locality Boundary layer (MapServer/2)
TEESDALE,TEESDALE,102976,792936293,205408625,Victoria Locality Boundary layer (MapServer/2)
TELANGATUK EAST,TELANGATUK EAST,102977,788052855,205407509,Victoria Locality Boundary layer (MapServer/2)
TELFORD,TELFORD,102978,468965032,205408961,Victoria Locality Boundary layer (MapServer/2)
TELOPEA DOWNS,TELOPEA DOWNS,102979,468964936,205407414,Victoria Locality Boundary layer (MapServer/2)
TEMPLESTOWE,TEMPLESTOWE,102980,716500690,205409645,Victoria Locality Boundary layer (MapServer/2)
TEMPLESTOWE LOWER,TEMPLESTOWE LOWER,102981,874508003,205410034,Victoria Locality Boundary layer (MapServer/2)
TEMPY,TEMPY,102983,826549808,205407448,Victoria Locality Boundary layer (MapServer/2)
TENBY POINT,TENBY POINT,102984,804193104,205410351,Victoria Locality Boundary layer (MapServer/2)
TENNYSON,TENNYSON,102985,468965180,205407973,Victoria Locality Boundary layer (MapServer/2)
TERANG,TERANG,102986,810305665,205407912,Victoria Locality Boundary layer (MapServer/2)
TERIP TERIP,TERIP TERIP,102988,806917012,205408718,Victoria Locality Boundary layer (MapServer/2)
TERRAPPEE,TERRAPPEE,102989,847360169,205408550,Victoria Locality Boundary layer (MapServer/2)
TERRICK TERRICK,TERRICK TERRICK,102991,552285628,205408562,Victoria Locality Boundary layer (MapServer/2)
TERRICK TERRICK EAST,TERRICK TERRICK EAST,102992,552285627,205407708,Victoria Locality Boundary layer (MapServer/2)
TESBURY,TESBURY,102993,810305676,205409383,Victoria Locality Boundary layer (MapServer/2)
TETOORA ROAD,TETOORA ROAD,102994,808851421,205409636,Victoria Locality Boundary layer (MapServer/2)
THALIA,THALIA,102995,468965027,205408064,Victoria Locality Boundary layer (MapServer/2)
THALLOO,THALLOO,102996,808851380,205410348,Victoria Locality Boundary layer (MapServer/2)
THE BASIN,THE BASIN,102997,820278131,205410075,Victoria Locality Boundary layer (MapServer/2)
THE COVE,THE COVE,102998,798567276,205409966,Victoria Locality Boundary layer (MapServer/2)
THE GURDIES,THE GURDIES,102999,804193097,205409631,Victoria Locality Boundary layer (MapServer/2)
THE HEART,THE HEART,103000,468967101,205408801,Victoria Locality Boundary layer (MapServer/2)
THE HONEYSUCKLES,THE HONEYSUCKLES,103001,468967396,205409785,Victoria Locality Boundary layer (MapServer/2)
THE PATCH,THE PATCH,103002,820278143,205410166,Victoria Locality Boundary layer (MapServer/2)
THE SISTERS,THE SISTERS,103003,798567223,205408333,Victoria Locality Boundary layer (MapServer/2)
THOLOGOLONG,THOLOGOLONG,103004,468964961,205408197,Victoria Locality Boundary layer (MapServer/2)
THOMASTOWN,THOMASTOWN,103005,857596563,205409684,Victoria Locality Boundary layer (MapServer/2)
THOMSON (GEELONG),THOMSON,103006,728238641,205410360,Victoria Locality Boundary layer (MapServer/2)
THOMSON (MOUNT BAW BAW),THOMSON,103007,808851327,205407737,Victoria Locality Boundary layer (MapServer/2)
THOONA,THOONA,103008,468965214,205408244,Victoria Locality Boundary layer (MapServer/2)
THORNBURY,THORNBURY,103009,856190235,205410074,Victoria Locality Boundary layer (MapServer/2)
THORNHILL PARK,THORNHILL PARK,123256,791830801,425649319,Victoria Locality Boundary layer (MapServer/2)
THORNTON,THORNTON,103010,806917042,205408377,Victoria Locality Boundary layer (MapServer/2)
THORPDALE,THORPDALE,103011,871913930,205408491,Victoria Locality Boundary layer (MapServer/2)
THORPDALE SOUTH,THORPDALE SOUTH,103013,812374037,205409784,Victoria Locality Boundary layer (MapServer/2)
THOWGLA VALLEY,THOWGLA VALLEY,103015,849561988,205407875,Victoria Locality Boundary layer (MapServer/2)
THREE BRIDGES,THREE BRIDGES,103016,820278123,205409050,Victoria Locality Boundary layer (MapServer/2)
TIDAL RIVER,TIDAL RIVER,103017,812374120,205410378,Victoria Locality Boundary layer (MapServer/2)
TIMBARRA,TIMBARRA,103018,468966149,205407756,Victoria Locality Boundary layer (MapServer/2)
TIMBOON,TIMBOON,103019,810305697,205408225,Victoria Locality Boundary layer (MapServer/2)
TIMBOON WEST,TIMBOON WEST,103020,810305706,205409346,Victoria Locality Boundary layer (MapServer/2)
TIMMERING,TIMMERING,103021,468965211,205407975,Victoria Locality Boundary layer (MapServer/2)
TIMOR,TIMOR,103022,843399947,205409203,Victoria Locality Boundary layer (MapServer/2)
TIMOR WEST,TIMOR WEST,103023,843399946,205409265,Victoria Locality Boundary layer (MapServer/2)
TINAMBA,TINAMBA,103024,832994344,205408533,Victoria Locality Boundary layer (MapServer/2)
TINAMBA WEST,TINAMBA WEST,103025,529719257,205409554,Victoria Locality Boundary layer (MapServer/2)
TINTALDRA,TINTALDRA,103026,582188726,205408305,Victoria Locality Boundary layer (MapServer/2)
TITTYBONG,TITTYBONG,103028,557480670,205408185,Victoria Locality Boundary layer (MapServer/2)
TOL TOL,TOL TOL,103029,831486688,205408541,Victoria Locality Boundary layer (MapServer/2)
TOLMIE,TOLMIE,103031,468965636,205407553,Victoria Locality Boundary layer (MapServer/2)
TOM GROGGIN,TOM GROGGIN,103034,468965315,205407439,Victoria Locality Boundary layer (MapServer/2)
TONGALA,TONGALA,103035,533917358,205407914,Victoria Locality Boundary layer (MapServer/2)
TONGHI CREEK,TONGHI CREEK,103036,468966286,205408476,Victoria Locality Boundary layer (MapServer/2)
TONGIO,TONGIO,103037,468965830,205407811,Victoria Locality Boundary layer (MapServer/2)
TONIMBUK,TONIMBUK,103038,763860791,205408951,Victoria Locality Boundary layer (MapServer/2)
TOOAN,TOOAN,103039,468965588,205407969,Victoria Locality Boundary layer (MapServer/2)
TOOBORAC,TOOBORAC,103040,824742325,205407704,Victoria Locality Boundary layer (MapServer/2)
TOOLAMBA,TOOLAMBA,103041,815858164,205408411,Victoria Locality Boundary layer (MapServer/2)
TOOLAMBA WEST,TOOLAMBA WEST,103042,815858169,205409635,Victoria Locality Boundary layer (MapServer/2)
TOOLANGI,TOOLANGI,103043,820278070,205407705,Victoria Locality Boundary layer (MapServer/2)
TOOLERN VALE,TOOLERN VALE,103046,856969665,205408080,Victoria Locality Boundary layer (MapServer/2)
TOOLLEEN,TOOLLEEN,103047,824742258,205407777,Victoria Locality Boundary layer (MapServer/2)
TOOLOME,TOOLOME,103049,468966288,205407948,Victoria Locality Boundary layer (MapServer/2)
TOOLONDO,TOOLONDO,103050,468965734,205407707,Victoria Locality Boundary layer (MapServer/2)
TOOLONG,TOOLONG,103051,798567249,205408904,Victoria Locality Boundary layer (MapServer/2)
TOOMBON,TOOMBON,103052,808851325,205407555,Victoria Locality Boundary layer (MapServer/2)
TOONGABBIE,TOONGABBIE,103054,808851357,205407774,Victoria Locality Boundary layer (MapServer/2)
TOORA,TOORA,103056,812374099,205408653,Victoria Locality Boundary layer (MapServer/2)
TOORA NORTH,TOORA NORTH,103057,812374089,205409017,Victoria Locality Boundary layer (MapServer/2)
TOORADIN,TOORADIN,103060,855901382,205409279,Victoria Locality Boundary layer (MapServer/2)
TOORAK,TOORAK,103061,857596582,205410128,Victoria Locality Boundary layer (MapServer/2)
TOORLOO ARM,TOORLOO ARM,103062,836975026,205407668,Victoria Locality Boundary layer (MapServer/2)
TOORONGO,TOORONGO,103063,820278095,205407699,Victoria Locality Boundary layer (MapServer/2)
TOOTGAROOK,TOOTGAROOK,103065,858458126,205410193,Victoria Locality Boundary layer (MapServer/2)
TORQUAY,TORQUAY,103066,855004830,205409076,Victoria Locality Boundary layer (MapServer/2)
TORRITA,TORRITA,103067,826549796,205407565,Victoria Locality Boundary layer (MapServer/2)
TORRUMBARRY,TORRUMBARRY,103068,468964964,205408203,Victoria Locality Boundary layer (MapServer/2)
TORWOOD,TORWOOD,103069,808851418,208643677,Victoria Locality Boundary layer (MapServer/2)
TOSTAREE,TOSTAREE,103070,506716294,205408922,Victoria Locality Boundary layer (MapServer/2)
TOTTENHAM,TOTTENHAM,103071,757898579,205410286,Victoria Locality Boundary layer (MapServer/2)
TOTTINGTON,TOTTINGTON,103072,468965539,205408526,Victoria Locality Boundary layer (MapServer/2)
TOURELLO,TOURELLO,103073,831486727,205409490,Victoria Locality Boundary layer (MapServer/2)
TOWAN,TOWAN,103074,468964797,205407892,Victoria Locality Boundary layer (MapServer/2)
TOWANINNY,TOWANINNY,103076,550625610,205408147,Victoria Locality Boundary layer (MapServer/2)
TOWANINNY SOUTH,TOWANINNY SOUTH,103077,847360158,205408368,Victoria Locality Boundary layer (MapServer/2)
TOWER HILL,TOWER HILL,103078,798567254,205409781,Victoria Locality Boundary layer (MapServer/2)
TOWONG,TOWONG,103079,468965023,205408172,Victoria Locality Boundary layer (MapServer/2)
TOWONG UPPER,TOWONG UPPER,103080,468965108,205409213,Victoria Locality Boundary layer (MapServer/2)
TRAFALGAR,TRAFALGAR,103081,808851386,205408450,Victoria Locality Boundary layer (MapServer/2)
TRAFALGAR EAST,TRAFALGAR EAST,103082,808851393,205409034,Victoria Locality Boundary layer (MapServer/2)
TRAFALGAR SOUTH,TRAFALGAR SOUTH,103083,808851410,205408867,Victoria Locality Boundary layer (MapServer/2)
TRAGOWEL,TRAGOWEL,103084,842441915,205407872,Victoria Locality Boundary layer (MapServer/2)
TRARALGON,TRARALGON,103085,800701823,205408586,Victoria Locality Boundary layer (MapServer/2)
TRARALGON EAST,TRARALGON EAST,103086,800701822,205409060,Victoria Locality Boundary layer (MapServer/2)
TRARALGON SOUTH,TRARALGON SOUTH,103087,800701837,205409599,Victoria Locality Boundary layer (MapServer/2)
TRAVANCORE,TRAVANCORE,103088,729544602,205410387,Victoria Locality Boundary layer (MapServer/2)
TRAWALLA,TRAWALLA,103089,835229277,205408329,Victoria Locality Boundary layer (MapServer/2)
TRAWOOL,TRAWOOL,103090,857824962,205408803,Victoria Locality Boundary layer (MapServer/2)
TRAYNORS LAGOON,TRAYNORS LAGOON,103092,523001721,205408587,Victoria Locality Boundary layer (MapServer/2)
TREMONT,TREMONT,103093,821999888,205410054,Victoria Locality Boundary layer (MapServer/2)
TRENTHAM,TRENTHAM,103094,831486726,205408678,Victoria Locality Boundary layer (MapServer/2)
TRENTHAM EAST,TRENTHAM EAST,103096,802469021,205409069,Victoria Locality Boundary layer (MapServer/2)
TRESCO,TRESCO,103098,468964851,205409230,Victoria Locality Boundary layer (MapServer/2)
TRESCO WEST,TRESCO WEST,103099,468964852,205409033,Victoria Locality Boundary layer (MapServer/2)
TRIDA,TRIDA,103100,812374033,205409417,Victoria Locality Boundary layer (MapServer/2)
TRUGANINA,TRUGANINA,103102,791830812,205408583,Victoria Locality Boundary layer (MapServer/2)
TUBBUT,TUBBUT,103104,468965762,210111301,Victoria Locality Boundary layer (MapServer/2)
TUERONG,TUERONG,103105,776340594,205408940,Victoria Locality Boundary layer (MapServer/2)
TULKARA,TULKARA,103106,468965697,205409715,Victoria Locality Boundary layer (MapServer/2)
TULLAMARINE,TULLAMARINE,103108,857596565,205409969,Victoria Locality Boundary layer (MapServer/2)
TUNGAMAH,TUNGAMAH,103110,468965055,205407652,Victoria Locality Boundary layer (MapServer/2)
TUROAR,TUROAR,103111,468964801,205407798,Victoria Locality Boundary layer (MapServer/2)
TURRIFF,TURRIFF,103112,468964847,205407857,Victoria Locality Boundary layer (MapServer/2)
TURRIFF EAST,TURRIFF EAST,103113,468964845,205408741,Victoria Locality Boundary layer (MapServer/2)
TURTONS CREEK,TURTONS CREEK,103114,812374079,205409356,Victoria Locality Boundary layer (MapServer/2)
TUTYE,TUTYE,103115,826549800,205407548,Victoria Locality Boundary layer (MapServer/2)
TYAAK,TYAAK,103116,814063494,205409775,Victoria Locality Boundary layer (MapServer/2)
TYABB,TYABB,103117,776340593,205409380,Victoria Locality Boundary layer (MapServer/2)
TYENNA,TYENNA,103118,826549812,205409087,Victoria Locality Boundary layer (MapServer/2)
TYERS,TYERS,103119,808851389,205408869,Victoria Locality Boundary layer (MapServer/2)
TYLDEN,TYLDEN,103121,526384641,205408662,Victoria Locality Boundary layer (MapServer/2)
TYLDEN SOUTH,TYLDEN SOUTH,103122,468966073,205410347,Victoria Locality Boundary layer (MapServer/2)
TYNONG,TYNONG,103123,763860803,205409456,Victoria Locality Boundary layer (MapServer/2)
TYNONG NORTH,TYNONG NORTH,103124,763860792,205408734,Victoria Locality Boundary layer (MapServer/2)
TYNTYNDER,TYNTYNDER,103125,831486692,205409119,Victoria Locality Boundary layer (MapServer/2)
TYNTYNDER SOUTH,TYNTYNDER SOUTH,103126,831486696,205409605,Victoria Locality Boundary layer (MapServer/2)
TYRENDARRA,TYRENDARRA,103127,798567227,205407877,Victoria Locality Boundary layer (MapServer/2)
TYRENDARRA EAST,TYRENDARRA EAST,103129,798567239,205409495,Victoria Locality Boundary layer (MapServer/2)
TYRRELL,TYRRELL,103130,468964836,205408600,Victoria Locality Boundary layer (MapServer/2)
TYRRELL DOWNS,TYRRELL DOWNS,103132,538698276,205407627,Victoria Locality Boundary layer (MapServer/2)
ULLINA,ULLINA,103133,831486710,205409053,Victoria Locality Boundary layer (MapServer/2)
ULLSWATER,ULLSWATER,103134,468965660,205408287,Victoria Locality Boundary layer (MapServer/2)
ULTIMA,ULTIMA,103135,468964838,205407534,Victoria Locality Boundary layer (MapServer/2)
ULTIMA EAST,ULTIMA EAST,103136,468964840,205408787,Victoria Locality Boundary layer (MapServer/2)
ULUPNA,ULUPNA,103137,468964917,205409558,Victoria Locality Boundary layer (MapServer/2)
UNDERA,UNDERA,103138,815858113,205407832,Victoria Locality Boundary layer (MapServer/2)
UNDERBOOL,UNDERBOOL,103139,826549799,205407479,Victoria Locality Boundary layer (MapServer/2)
UPOTIPOTPON,UPOTIPOTPON,103140,815858165,205408314,Victoria Locality Boundary layer (MapServer/2)
UPPER FERNTREE GULLY,UPPER FERNTREE GULLY,103141,821999889,205410179,Victoria Locality Boundary layer (MapServer/2)
UPPER GUNDOWRING,UPPER GUNDOWRING,103143,468965334,205408404,Victoria Locality Boundary layer (MapServer/2)
UPPER LURG,UPPER LURG,103144,468965398,205409084,Victoria Locality Boundary layer (MapServer/2)
UPPER PLENTY,UPPER PLENTY,103146,814063513,205409148,Victoria Locality Boundary layer (MapServer/2)
UPPER RYANS CREEK,UPPER RYANS CREEK,103147,468965465,205409283,Victoria Locality Boundary layer (MapServer/2)
UPTON HILL,UPTON HILL,103148,468965673,205409377,Victoria Locality Boundary layer (MapServer/2)
UPWEY,UPWEY,103149,820278148,205410019,Victoria Locality Boundary layer (MapServer/2)
VALENCIA CREEK,VALENCIA CREEK,103150,468966499,205408257,Victoria Locality Boundary layer (MapServer/2)
VASEY,VASEY,103151,788052867,205407859,Victoria Locality Boundary layer (MapServer/2)
VAUGHAN,VAUGHAN,103152,841274385,205409872,Victoria Locality Boundary layer (MapServer/2)
VECTIS,VECTIS,103153,830094925,205407788,Victoria Locality Boundary layer (MapServer/2)
VENTNOR,VENTNOR,103154,804193115,205408955,Victoria Locality Boundary layer (MapServer/2)
VENUS BAY,VENUS BAY,103155,812374106,205409621,Victoria Locality Boundary layer (MapServer/2)
VERMONT,VERMONT,103157,767125251,205410108,Victoria Locality Boundary layer (MapServer/2)
VERMONT SOUTH,VERMONT SOUTH,103158,767125256,205410022,Victoria Locality Boundary layer (MapServer/2)
VERVALE,VERVALE,103159,763860814,205409986,Victoria Locality Boundary layer (MapServer/2)
VESPER,VESPER,103160,808851340,205409912,Victoria Locality Boundary layer (MapServer/2)
VICTORIA POINT,VICTORIA POINT,103161,788052887,205408243,Victoria Locality Boundary layer (MapServer/2)
VICTORIA VALLEY,VICTORIA VALLEY,103162,788052885,205407635,Victoria Locality Boundary layer (MapServer/2)
VIEWBANK,VIEWBANK,103163,875319020,205410105,Victoria Locality Boundary layer (MapServer/2)
VINIFERA,VINIFERA,103164,831486690,205409507,Victoria Locality Boundary layer (MapServer/2)
VIOLET TOWN,VIOLET TOWN,103166,840422581,205407637,Victoria Locality Boundary layer (MapServer/2)
VITE VITE,VITE VITE,103167,810305633,205408062,Victoria Locality Boundary layer (MapServer/2)
VITE VITE NORTH,VITE VITE NORTH,103168,810305628,205407949,Victoria Locality Boundary layer (MapServer/2)
W TREE,W TREE,103169,468965995,205407743,Victoria Locality Boundary layer (MapServer/2)
WAAIA,WAAIA,103170,468964995,205408371,Victoria Locality Boundary layer (MapServer/2)
WAANYARRA,WAANYARRA,103171,835229248,205408501,Victoria Locality Boundary layer (MapServer/2)
WAARRE,WAARRE,103172,810305712,205409944,Victoria Locality Boundary layer (MapServer/2)
WABONGA,WABONGA,103173,468965706,205407510,Victoria Locality Boundary layer (MapServer/2)
WAGGARANDALL,WAGGARANDALL,103174,815858116,205408488,Victoria Locality Boundary layer (MapServer/2)
WAHGUNYAH,WAHGUNYAH,103175,842441919,205409008,Victoria Locality Boundary layer (MapServer/2)
WAHRING,WAHRING,103176,840422588,205407971,Victoria Locality Boundary layer (MapServer/2)
WAIL,WAIL,103177,468965360,205408022,Victoria Locality Boundary layer (MapServer/2)
WAIREWA,WAIREWA,103178,468966406,205408345,Victoria Locality Boundary layer (MapServer/2)
WAITCHIE,WAITCHIE,103179,468964829,205407481,Victoria Locality Boundary layer (MapServer/2)
WAL WAL,WAL WAL,103180,468965582,205407755,Victoria Locality Boundary layer (MapServer/2)
WALDARA,WALDARA,103181,821620744,205409866,Victoria Locality Boundary layer (MapServer/2)
WALHALLA,WALHALLA,103182,808851344,205408046,Victoria Locality Boundary layer (MapServer/2)
WALHALLA EAST,WALHALLA EAST,103184,468966870,205408066,Victoria Locality Boundary layer (MapServer/2)
WALKERVILLE,WALKERVILLE,103185,812374114,205408924,Victoria Locality Boundary layer (MapServer/2)
WALKERVILLE NORTH,WALKERVILLE NORTH,104954,812374118,220778794,Victoria Locality Boundary layer (MapServer/2)
WALKERVILLE SOUTH,WALKERVILLE SOUTH,103186,812374119,205410349,Victoria Locality Boundary layer (MapServer/2)
WALLACE,WALLACE,103187,802469057,205409804,Victoria Locality Boundary layer (MapServer/2)
WALLACEDALE,WALLACEDALE,103188,798567197,205408686,Victoria Locality Boundary layer (MapServer/2)
WALLAGARAUGH,WALLAGARAUGH,103190,468966140,205409449,Victoria Locality Boundary layer (MapServer/2)
WALLALOO,WALLALOO,103191,468965549,205408844,Victoria Locality Boundary layer (MapServer/2)
WALLALOO EAST,WALLALOO EAST,103192,468965579,205408177,Victoria Locality Boundary layer (MapServer/2)
WALLAN,WALLAN,103193,814063512,205408382,Victoria Locality Boundary layer (MapServer/2)
WALLINDUC,WALLINDUC,103194,810305634,205408139,Victoria Locality Boundary layer (MapServer/2)
WALLINGTON,WALLINGTON,103195,728238652,205408963,Victoria Locality Boundary layer (MapServer/2)
WALLUP,WALLUP,103196,468965223,205407711,Victoria Locality Boundary layer (MapServer/2)
WALMER,WALMER,103197,841274352,205408248,Victoria Locality Boundary layer (MapServer/2)
WALPA,WALPA,103198,836975032,205409473,Victoria Locality Boundary layer (MapServer/2)
