locality_name,gazetted_locality_name,vicnames_id,ufi,pfi,source
DENICULL CREEK,DENICULL CREEK,100951,810845963,205409077,Victoria Locality Boundary layer (MapServer/2)
DENISON,DENISON,100952,548292210,205408241,Victoria Locality Boundary layer (MapServer/2)
DENNINGTON,DENNINGTON,100954,798567261,205409772,Victoria Locality Boundary layer (MapServer/2)
DENVER,DENVER,100955,831486711,205409541,Victoria Locality Boundary layer (MapServer/2)
DEPTFORD,DEPTFORD,100957,468966208,205407483,Victoria Locality Boundary layer (MapServer/2)
DERBY,DERBY,100958,468965473,205408972,Victoria Locality Boundary layer (MapServer/2)
DEREEL,DEREEL,100959,792936267,205408552,Victoria Locality Boundary layer (MapServer/2)
DERGHOLM,DERGHOLM,100961,795436724,205407514,Victoria Locality Boundary layer (MapServer/2)
DERRIMUT,DERRIMUT,100962,791830819,205409746,Victoria Locality Boundary layer (MapServer/2)
DERRINAL,DERRINAL,100963,824742313,205408532,Victoria Locality Boundary layer (MapServer/2)
DERRINALLUM,DERRINALLUM,100964,810305636,205407525,Victoria Locality Boundary layer (MapServer/2)
DEVENISH,DEVENISH,100965,468965216,205408082,Victoria Locality Boundary layer (MapServer/2)
DEVILS RIVER,DEVILS RIVER,100966,806917028,205408312,Victoria Locality Boundary layer (MapServer/2)
DEVON MEADOWS,DEVON MEADOWS,100967,752636325,205409399,Victoria Locality Boundary layer (MapServer/2)
DEVON NORTH,DEVON NORTH,100968,832994359,205408472,Victoria Locality Boundary layer (MapServer/2)
DEWHURST,DEWHURST,100969,763860787,205409995,Victoria Locality Boundary layer (MapServer/2)
DHURRINGILE,DHURRINGILE,100970,815858173,205408360,Victoria Locality Boundary layer (MapServer/2)
DIAMOND CREEK,DIAMOND CREEK,100971,706500141,205409582,Victoria Locality Boundary layer (MapServer/2)
DIGBY,DIGBY,100972,795436754,205407947,Victoria Locality Boundary layer (MapServer/2)
DIGGERS REST,DIGGERS REST,100974,791830783,205408379,Victoria Locality Boundary layer (MapServer/2)
DIGGORA,DIGGORA,100975,863630839,205408441,Victoria Locality Boundary layer (MapServer/2)
DIMBOOLA,DIMBOOLA,100976,571137468,205407452,Victoria Locality Boundary layer (MapServer/2)
DINGEE,DINGEE,100977,525903707,205407854,Victoria Locality Boundary layer (MapServer/2)
DINGLEY VILLAGE,DINGLEY VILLAGE,100978,761136263,205409949,Victoria Locality Boundary layer (MapServer/2)
DINGWALL,DINGWALL,100979,842441914,205408020,Victoria Locality Boundary layer (MapServer/2)
DINNER PLAIN,DINNER PLAIN,100980,468965775,205409313,Victoria Locality Boundary layer (MapServer/2)
DIXIE,DIXIE,100981,810305673,205408648,Victoria Locality Boundary layer (MapServer/2)
DIXONS CREEK,DIXONS CREEK,100982,820278075,205408805,Victoria Locality Boundary layer (MapServer/2)
DOBIE,DOBIE,100983,879162269,205408507,Victoria Locality Boundary layer (MapServer/2)
DOCKER,DOCKER,100984,468965343,205408854,Victoria Locality Boundary layer (MapServer/2)
DOCKERS PLAINS,DOCKERS PLAINS,100985,821620740,205408913,Victoria Locality Boundary layer (MapServer/2)
DOCKLANDS,DOCKLANDS,100986,812633154,205410229,Victoria Locality Boundary layer (MapServer/2)
DOCTORS FLAT,DOCTORS FLAT,100987,468966006,205409884,Victoria Locality Boundary layer (MapServer/2)
DOLLAR,DOLLAR,100988,812374085,205409525,Victoria Locality Boundary layer (MapServer/2)
DON VALLEY,DON VALLEY,100989,820278094,205409718,Victoria Locality Boundary layer (MapServer/2)
DONALD,DONALD,100990,468965112,205407506,Victoria Locality Boundary layer (MapServer/2)
DONCASTER,DONCASTER,100991,874508004,205409907,Victoria Locality Boundary layer (MapServer/2)
DONCASTER EAST,DONCASTER EAST,100992,876949264,205409820,Victoria Locality Boundary layer (MapServer/2)
DONNYBROOK,DONNYBROOK,100993,857824973,205409361,Victoria Locality Boundary layer (MapServer/2)
DONVALE,DONVALE,100994,876949265,205409786,Victoria Locality Boundary layer (MapServer/2)
DOOBOOBETIC,DOOBOOBETIC,100995,847360179,205408009,Victoria Locality Boundary layer (MapServer/2)
DOOEN,DOOEN,100996,830094924,205407938,Victoria Locality Boundary layer (MapServer/2)
DOOKIE,DOOKIE,100997,815858135,205408378,Victoria Locality Boundary layer (MapServer/2)
DOOKIE COLLEGE,DOOKIE COLLEGE,100998,815858151,205409643,Victoria Locality Boundary layer (MapServer/2)
DOREEN,DOREEN,101000,857824974,205409126,Victoria Locality Boundary layer (MapServer/2)
DORODONG,DORODONG,101001,795436723,205407595,Victoria Locality Boundary layer (MapServer/2)
DOUBLE BRIDGES,DOUBLE BRIDGES,101002,468966251,205407827,Victoria Locality Boundary layer (MapServer/2)
DOUGLAS,DOUGLAS,101004,468965732,205407606,Victoria Locality Boundary layer (MapServer/2)
DOVETON,DOVETON,101005,856969698,205410141,Victoria Locality Boundary layer (MapServer/2)
DREEITE,DREEITE,101006,810305651,205408133,Victoria Locality Boundary layer (MapServer/2)
DREEITE SOUTH,DREEITE SOUTH,101008,810305660,205409638,Victoria Locality Boundary layer (MapServer/2)
DRIFFIELD,DRIFFIELD,101010,808851417,205408640,Victoria Locality Boundary layer (MapServer/2)
DRIK DRIK,DRIK DRIK,101011,795436765,205408048,Victoria Locality Boundary layer (MapServer/2)
DROMANA,DROMANA,101012,776340598,205409172,Victoria Locality Boundary layer (MapServer/2)
DROPMORE,DROPMORE,101013,814063475,205409389,Victoria Locality Boundary layer (MapServer/2)
DROUIN,DROUIN,101014,808851385,205408703,Victoria Locality Boundary layer (MapServer/2)
DROUIN EAST,DROUIN EAST,101015,808851388,205410015,Victoria Locality Boundary layer (MapServer/2)
DROUIN SOUTH,DROUIN SOUTH,101016,808851396,205408783,Victoria Locality Boundary layer (MapServer/2)
DROUIN WEST,DROUIN WEST,101017,876949267,205409441,Victoria Locality Boundary layer (MapServer/2)
DRUMANURE,DRUMANURE,101018,815858109,205409447,Victoria Locality Boundary layer (MapServer/2)
DRUMBORG,DRUMBORG,101019,795436769,205407580,Victoria Locality Boundary layer (MapServer/2)
DRUMCONDRA,DRUMCONDRA,101020,728238624,205410394,Victoria Locality Boundary layer (MapServer/2)
DRUMMARTIN,DRUMMARTIN,101021,824742237,205408215,Victoria Locality Boundary layer (MapServer/2)
DRUMMOND,DRUMMOND,101022,839445896,205409062,Victoria Locality Boundary layer (MapServer/2)
DRUMMOND NORTH,DRUMMOND NORTH,101024,841274389,205408892,Victoria Locality Boundary layer (MapServer/2)
DRUNG,DRUNG,101027,830094927,205407970,Victoria Locality Boundary layer (MapServer/2)
DRY DIGGINGS,DRY DIGGINGS,101028,831486713,205409941,Victoria Locality Boundary layer (MapServer/2)
DRYSDALE,DRYSDALE,101029,881593612,205408823,Victoria Locality Boundary layer (MapServer/2)
DUCHEMBEGARRA,DUCHEMBEGARRA,101030,468965408,205407800,Victoria Locality Boundary layer (MapServer/2)
DUMBALK,DUMBALK,101031,812374075,205408565,Victoria Locality Boundary layer (MapServer/2)
DUMBALK NORTH,DUMBALK NORTH,101032,812374077,205409451,Victoria Locality Boundary layer (MapServer/2)
DUMOSA,DUMOSA,101033,847360159,205407714,Victoria Locality Boundary layer (MapServer/2)
DUNACH,DUNACH,101035,521329293,205409436,Victoria Locality Boundary layer (MapServer/2)
DUNDONNELL,DUNDONNELL,101036,798567191,205407702,Victoria Locality Boundary layer (MapServer/2)
DUNKELD,DUNKELD,101038,788052901,205407512,Victoria Locality Boundary layer (MapServer/2)
DUNLUCE,DUNLUCE,101039,843399940,205408136,Victoria Locality Boundary layer (MapServer/2)
DUNNEWORTHY,DUNNEWORTHY,101040,468965912,205408816,Victoria Locality Boundary layer (MapServer/2)
DUNNSTOWN,DUNNSTOWN,101042,802469061,205409406,Victoria Locality Boundary layer (MapServer/2)
DUNOLLY,DUNOLLY,101043,843399939,205407977,Victoria Locality Boundary layer (MapServer/2)
DUNROBIN,DUNROBIN,101045,795436734,205408898,Victoria Locality Boundary layer (MapServer/2)
DURDIDWARRAH,DURDIDWARRAH,101046,802469101,205409590,Victoria Locality Boundary layer (MapServer/2)
DURHAM LEAD,DURHAM LEAD,101047,829328778,205409294,Victoria Locality Boundary layer (MapServer/2)
DURHAM OX,DURHAM OX,101050,835229197,205407787,Victoria Locality Boundary layer (MapServer/2)
DUTSON,DUTSON,101051,468967149,205408061,Victoria Locality Boundary layer (MapServer/2)
DUTSON DOWNS,DUTSON DOWNS,101052,468967156,205407987,Victoria Locality Boundary layer (MapServer/2)
DUTTON WAY,DUTTON WAY,101053,795436787,205410379,Victoria Locality Boundary layer (MapServer/2)
DUVERNEY,DUVERNEY,101054,810305643,205408850,Victoria Locality Boundary layer (MapServer/2)
EAGLE POINT,EAGLE POINT,101055,853633160,205409546,Victoria Locality Boundary layer (MapServer/2)
EAGLEHAWK,EAGLEHAWK,101056,824742265,205409693,Victoria Locality Boundary layer (MapServer/2)
EAGLEHAWK NORTH,EAGLEHAWK NORTH,101057,824742262,205410025,Victoria Locality Boundary layer (MapServer/2)
EAGLEMONT,EAGLEMONT,101058,856969685,205410282,Victoria Locality Boundary layer (MapServer/2)
EARLSTON,EARLSTON,101059,840422580,205408481,Victoria Locality Boundary layer (MapServer/2)
EAST BAIRNSDALE,EAST BAIRNSDALE,101060,836975044,205409737,Victoria Locality Boundary layer (MapServer/2)
EAST BENDIGO,EAST BENDIGO,101061,824742275,205409961,Victoria Locality Boundary layer (MapServer/2)
EAST GEELONG,EAST GEELONG,101062,728238634,205410194,Victoria Locality Boundary layer (MapServer/2)
EAST MELBOURNE,EAST MELBOURNE,101063,777758970,205410307,Victoria Locality Boundary layer (MapServer/2)
EAST SALE,EAST SALE,101064,468967117,205409880,Victoria Locality Boundary layer (MapServer/2)
EAST WANGARATTA,EAST WANGARATTA,101065,821620747,205409492,Victoria Locality Boundary layer (MapServer/2)
EAST WARBURTON,EAST WARBURTON,101066,820278080,205407696,Victoria Locality Boundary layer (MapServer/2)
EASTERN VIEW,EASTERN VIEW,101067,796758836,205409533,Victoria Locality Boundary layer (MapServer/2)
EASTVILLE,EASTVILLE,101068,468965662,205408706,Victoria Locality Boundary layer (MapServer/2)
EASTWOOD,EASTWOOD,103803,836975040,214487920,Victoria Locality Boundary layer (MapServer/2)
EBDEN,EBDEN,101070,849561986,205409393,Victoria Locality Boundary layer (MapServer/2)
ECHUCA,ECHUCA,101071,833995707,205410155,Victoria Locality Boundary layer (MapServer/2)
ECHUCA VILLAGE,ECHUCA VILLAGE,101072,833995708,205408613,Victoria Locality Boundary layer (MapServer/2)
ECHUCA WEST,ECHUCA WEST,101073,468965083,205408649,Victoria Locality Boundary layer (MapServer/2)
ECKLIN SOUTH,ECKLIN SOUTH,101074,810305687,205408249,Victoria Locality Boundary layer (MapServer/2)
EDDINGTON,EDDINGTON,101077,468965667,205408464,Victoria Locality Boundary layer (MapServer/2)
EDEN PARK,EDEN PARK,101079,814063518,205409373,Victoria Locality Boundary layer (MapServer/2)
EDENHOPE,EDENHOPE,101080,468965715,205407441,Victoria Locality Boundary layer (MapServer/2)
EDGECOMBE,EDGECOMBE,101081,839445889,205409800,Victoria Locality Boundary layer (MapServer/2)
EDI,EDI,101082,545729827,205408851,Victoria Locality Boundary layer (MapServer/2)
EDI UPPER,EDI UPPER,101083,468965490,205407745,Victoria Locality Boundary layer (MapServer/2)
EDITHVALE,EDITHVALE,101084,720822390,205410293,Victoria Locality Boundary layer (MapServer/2)
EGANSTOWN,EGANSTOWN,101085,831486724,205409307,Victoria Locality Boundary layer (MapServer/2)
EILDON,EILDON,101087,820278066,205407438,Victoria Locality Boundary layer (MapServer/2)
ELAINE,ELAINE,101088,854384353,205408019,Victoria Locality Boundary layer (MapServer/2)
ELDORADO,ELDORADO,101089,468965187,205408579,Victoria Locality Boundary layer (MapServer/2)
ELEVATED PLAINS,ELEVATED PLAINS,101090,831486714,205410197,Victoria Locality Boundary layer (MapServer/2)
ELINGAMITE,ELINGAMITE,101091,810305689,205409626,Victoria Locality Boundary layer (MapServer/2)
ELINGAMITE NORTH,ELINGAMITE NORTH,101092,810305683,205409000,Victoria Locality Boundary layer (MapServer/2)
ELIZABETH ISLAND,ELIZABETH ISLAND,104554,468967513,219488321,Victoria Locality Boundary layer (MapServer/2)
ELLASWOOD,ELLASWOOD,101093,836975029,205409653,Victoria Locality Boundary layer (MapServer/2)
ELLERSLIE,ELLERSLIE,101094,798567214,205407929,Victoria Locality Boundary layer (MapServer/2)
ELLIMINYT,ELLIMINYT,101095,805745188,205409071,Victoria Locality Boundary layer (MapServer/2)
ELLINBANK,ELLINBANK,101096,808851414,205409475,Victoria Locality Boundary layer (MapServer/2)
ELMHURST,ELMHURST,101097,549264314,205408383,Victoria Locality Boundary layer (MapServer/2)
ELMORE,ELMORE,101099,824742238,205407713,Victoria Locality Boundary layer (MapServer/2)
ELPHINSTONE,ELPHINSTONE,101100,841274362,205408207,Victoria Locality Boundary layer (MapServer/2)
ELSTERNWICK,ELSTERNWICK,101101,743233308,205410254,Victoria Locality Boundary layer (MapServer/2)
ELTHAM,ELTHAM,101103,875319014,205409633,Victoria Locality Boundary layer (MapServer/2)
ELTHAM NORTH,ELTHAM NORTH,101105,706500145,205410146,Victoria Locality Boundary layer (MapServer/2)
ELWOOD,ELWOOD,101106,743233306,205410253,Victoria Locality Boundary layer (MapServer/2)
EMERALD,EMERALD,101107,820278144,205408694,Victoria Locality Boundary layer (MapServer/2)
EMU,EMU,101111,468965504,205408226,Victoria Locality Boundary layer (MapServer/2)
EMU CREEK,EMU CREEK,101112,824742304,205409540,Victoria Locality Boundary layer (MapServer/2)
ENDEAVOUR HILLS,ENDEAVOUR HILLS,101113,860236440,205409664,Victoria Locality Boundary layer (MapServer/2)
ENFIELD,ENFIELD,101114,792936254,205408060,Victoria Locality Boundary layer (MapServer/2)
ENGLEFIELD,ENGLEFIELD,101115,788052874,205408874,Victoria Locality Boundary layer (MapServer/2)
ENOCHS POINT,ENOCHS POINT,103723,806917053,210516620,Victoria Locality Boundary layer (MapServer/2)
ENSAY,ENSAY,101116,468966038,205407732,Victoria Locality Boundary layer (MapServer/2)
ENSAY NORTH,ENSAY NORTH,101117,468965988,205408407,Victoria Locality Boundary layer (MapServer/2)
EPPALOCK,EPPALOCK,101118,824742300,205408200,Victoria Locality Boundary layer (MapServer/2)
EPPING,EPPING,101119,782291769,205409090,Victoria Locality Boundary layer (MapServer/2)
EPSOM,EPSOM,101120,824742264,205410018,Victoria Locality Boundary layer (MapServer/2)
ERCILDOUNE,ERCILDOUNE,101122,835229274,205408159,Victoria Locality Boundary layer (MapServer/2)
ERICA,ERICA,101123,808851355,205409701,Victoria Locality Boundary layer (MapServer/2)
ERRINUNDRA,ERRINUNDRA,101124,468966127,205407537,Victoria Locality Boundary layer (MapServer/2)
ESKDALE,ESKDALE,101125,468965306,205407464,Victoria Locality Boundary layer (MapServer/2)
ESMOND,ESMOND,101126,468965021,205409871,Victoria Locality Boundary layer (MapServer/2)
ESSENDON,ESSENDON,101127,858988767,205410024,Victoria Locality Boundary layer (MapServer/2)
ESSENDON FIELDS,ESSENDON FIELDS,103717,872698156,211661436,Victoria Locality Boundary layer (MapServer/2)
ESSENDON NORTH,ESSENDON NORTH,101128,709274465,205410374,Victoria Locality Boundary layer (MapServer/2)
ESSENDON WEST,ESSENDON WEST,101129,709274467,205410357,Victoria Locality Boundary layer (MapServer/2)
EUMEMMERRING,EUMEMMERRING,101130,761136270,205410355,Victoria Locality Boundary layer (MapServer/2)
EURACK,EURACK,101131,805745164,205409072,Victoria Locality Boundary layer (MapServer/2)
EUREKA,EUREKA,101132,829328759,205410386,Victoria Locality Boundary layer (MapServer/2)
EUROA,EUROA,101133,840422590,205407659,Victoria Locality Boundary layer (MapServer/2)
EUROBIN,EUROBIN,101134,498522642,205408696,Victoria Locality Boundary layer (MapServer/2)
EVANSFORD,EVANSFORD,101136,468965956,205408551,Victoria Locality Boundary layer (MapServer/2)
EVERSLEY,EVERSLEY,101137,548979353,205408911,Victoria Locality Boundary layer (MapServer/2)
EVERTON,EVERTON,101139,528871998,205408848,Victoria Locality Boundary layer (MapServer/2)
EVERTON UPPER,EVERTON UPPER,101140,528871996,205408397,Victoria Locality Boundary layer (MapServer/2)
EXFORD,EXFORD,101141,857413526,205409824,Victoria Locality Boundary layer (MapServer/2)
EYNESBURY,EYNESBURY,101143,802469094,205408523,Victoria Locality Boundary layer (MapServer/2)
FAIRBANK,FAIRBANK,101144,812374052,205409853,Victoria Locality Boundary layer (MapServer/2)
FAIRFIELD,FAIRFIELD,101145,856969686,205410189,Victoria Locality Boundary layer (MapServer/2)
FAIRHAVEN,FAIRHAVEN,101147,796758839,205410072,Victoria Locality Boundary layer (MapServer/2)
FAIRLEY,FAIRLEY,101148,468964881,205409073,Victoria Locality Boundary layer (MapServer/2)
FAIRY DELL (BAIRNSDALE),FAIRY DELL,101150,836975013,205408420,Victoria Locality Boundary layer (MapServer/2)
FAIRY DELL (ROCHESTER),FAIRY DELL,101149,468965212,205409228,Victoria Locality Boundary layer (MapServer/2)
FALLS CREEK,FALLS CREEK,101151,468965635,205407688,Victoria Locality Boundary layer (MapServer/2)
FARADAY,FARADAY,101152,841274363,205409409,Victoria Locality Boundary layer (MapServer/2)
FAWCETT,FAWCETT,101153,858016799,205408401,Victoria Locality Boundary layer (MapServer/2)
FAWKNER,FAWKNER,101155,881269432,205410064,Victoria Locality Boundary layer (MapServer/2)
FENTONS CREEK,FENTONS CREEK,101156,835229232,205408408,Victoria Locality Boundary layer (MapServer/2)
FERGUSON,FERGUSON,101157,805745217,205409761,Victoria Locality Boundary layer (MapServer/2)
FERN HILL,FERN HILL,101158,526384642,205409595,Victoria Locality Boundary layer (MapServer/2)
FERNBANK,FERNBANK,101160,468966668,205407908,Victoria Locality Boundary layer (MapServer/2)
FERNDALE,FERNDALE,101162,812374032,205409697,Victoria Locality Boundary layer (MapServer/2)
FERNIHURST,FERNIHURST,101163,835229204,205408539,Victoria Locality Boundary layer (MapServer/2)
FERNSHAW,FERNSHAW,101164,820278079,205408453,Victoria Locality Boundary layer (MapServer/2)
FERNTREE GULLY,FERNTREE GULLY,101165,878961264,205409709,Victoria Locality Boundary layer (MapServer/2)
FERNY CREEK,FERNY CREEK,101166,820278136,205410114,Victoria Locality Boundary layer (MapServer/2)
FIELDSTONE,FIELDSTONE,123260,791830815,425658405,Victoria Locality Boundary layer (MapServer/2)
FIERY FLAT,FIERY FLAT,101167,468965265,205408108,Victoria Locality Boundary layer (MapServer/2)
FINGAL,FINGAL,101168,776340620,205409567,Victoria Locality Boundary layer (MapServer/2)
FISH CREEK,FISH CREEK,101169,812374108,205407736,Victoria Locality Boundary layer (MapServer/2)
FISH POINT,FISH POINT,101170,509407418,205409142,Victoria Locality Boundary layer (MapServer/2)
FISKVILLE,FISKVILLE,101171,802469078,205409244,Victoria Locality Boundary layer (MapServer/2)
FITZROY,FITZROY,101172,777758966,205410337,Victoria Locality Boundary layer (MapServer/2)
FITZROY NORTH,FITZROY NORTH,101174,777758959,205410260,Victoria Locality Boundary layer (MapServer/2)
FLAGGY CREEK,FLAGGY CREEK,101175,836975024,205409808,Victoria Locality Boundary layer (MapServer/2)
FLAGSTAFF,FLAGSTAFF,101176,843399953,205410243,Victoria Locality Boundary layer (MapServer/2)
FLAMINGO BEACH,FLAMINGO BEACH,101177,468967319,205410040,Victoria Locality Boundary layer (MapServer/2)
FLEMINGTON,FLEMINGTON,101178,856190241,205410236,Victoria Locality Boundary layer (MapServer/2)
FLINDERS,FLINDERS,101180,776340624,205408585,Victoria Locality Boundary layer (MapServer/2)
FLORA HILL,FLORA HILL,101181,824742292,205410233,Victoria Locality Boundary layer (MapServer/2)
FLOWERDALE,FLOWERDALE,101183,814063502,205408040,Victoria Locality Boundary layer (MapServer/2)
FLYNN,FLYNN,101184,832994355,205408039,Victoria Locality Boundary layer (MapServer/2)
FLYNNS CREEK,FLYNNS CREEK,101186,800701835,205409604,Victoria Locality Boundary layer (MapServer/2)
FOOTSCRAY,FOOTSCRAY,101188,857371263,205410085,Victoria Locality Boundary layer (MapServer/2)
FORBES,FORBES,101189,814063505,205409065,Victoria Locality Boundary layer (MapServer/2)
FOREST HILL,FOREST HILL,101190,876632722,205410147,Victoria Locality Boundary layer (MapServer/2)
FORGE CREEK,FORGE CREEK,101191,836975054,205408124,Victoria Locality Boundary layer (MapServer/2)
FORREST,FORREST,101192,805745208,205408831,Victoria Locality Boundary layer (MapServer/2)
FOSTER,FOSTER,101193,812374098,205408006,Victoria Locality Boundary layer (MapServer/2)
FOSTER NORTH,FOSTER NORTH,101194,856466761,205408814,Victoria Locality Boundary layer (MapServer/2)
FOSTERVILLE,FOSTERVILLE,101195,824742260,205408760,Victoria Locality Boundary layer (MapServer/2)
FOXHOW,FOXHOW,101196,810305645,205408509,Victoria Locality Boundary layer (MapServer/2)
FRAMLINGHAM,FRAMLINGHAM,101197,798567236,205408770,Victoria Locality Boundary layer (MapServer/2)
FRAMLINGHAM EAST,FRAMLINGHAM EAST,101198,798567230,205409517,Victoria Locality Boundary layer (MapServer/2)
FRANKLINFORD,FRANKLINFORD,101199,548979356,205409329,Victoria Locality Boundary layer (MapServer/2)
FRANKSTON,FRANKSTON,101201,785173882,205409512,Victoria Locality Boundary layer (MapServer/2)
FRANKSTON NORTH,FRANKSTON NORTH,101202,785173879,205410077,Victoria Locality Boundary layer (MapServer/2)
FRANKSTON SOUTH,FRANKSTON SOUTH,101203,785173883,205409690,Victoria Locality Boundary layer (MapServer/2)
FRASER RISE,FRASER RISE,123261,791830796,425679826,Victoria Locality Boundary layer (MapServer/2)
FREEBURGH,FREEBURGH,101204,468965575,205409291,Victoria Locality Boundary layer (MapServer/2)
FRENCH ISLAND,FRENCH ISLAND,101205,848225083,205407693,Victoria Locality Boundary layer (MapServer/2)
FRENCHMANS,FRENCHMANS,101206,468965735,205409066,Victoria Locality Boundary layer (MapServer/2)
FRESHWATER CREEK,FRESHWATER CREEK,101207,796758816,205408639,Victoria Locality Boundary layer (MapServer/2)
FRYERSTOWN,FRYERSTOWN,101208,841274379,205409150,Victoria Locality Boundary layer (MapServer/2)
FULHAM,FULHAM,101209,832994346,205408621,Victoria Locality Boundary layer (MapServer/2)
FUMINA,FUMINA,101210,808851347,205409719,Victoria Locality Boundary layer (MapServer/2)
FUMINA SOUTH,FUMINA SOUTH,101211,808851351,205408786,Victoria Locality Boundary layer (MapServer/2)
FYANS CREEK,FYANS CREEK,101212,840422618,205408676,Victoria Locality Boundary layer (MapServer/2)
FYANSFORD,FYANSFORD,101213,796758802,205409583,Victoria Locality Boundary layer (MapServer/2)
GAFFNEYS CREEK,GAFFNEYS CREEK,103721,820278067,210516629,Victoria Locality Boundary layer (MapServer/2)
GAINSBOROUGH,GAINSBOROUGH,101214,808851409,205410005,Victoria Locality Boundary layer (MapServer/2)
GANNAWARRA,GANNAWARRA,101215,842441909,205408580,Victoria Locality Boundary layer (MapServer/2)
GAPSTED,GAPSTED,101216,569187645,205408660,Victoria Locality Boundary layer (MapServer/2)
GARDENVALE,GARDENVALE,101217,739400816,205410393,Victoria Locality Boundary layer (MapServer/2)
GARFIELD,GARFIELD,101218,763860804,205409306,Victoria Locality Boundary layer (MapServer/2)
GARFIELD NORTH,GARFIELD NORTH,101219,763860796,205409460,Victoria Locality Boundary layer (MapServer/2)
GARIBALDI,GARIBALDI,101220,802469090,205409783,Victoria Locality Boundary layer (MapServer/2)
GARVOC,GARVOC,101222,810305668,205408041,Victoria Locality Boundary layer (MapServer/2)
GATEWAY ISLAND,GATEWAY ISLAND,101223,817075006,205410096,Victoria Locality Boundary layer (MapServer/2)
GATUM,GATUM,101224,788052877,205408016,Victoria Locality Boundary layer (MapServer/2)
GAZETTE,GAZETTE,101226,798567195,205408216,Victoria Locality Boundary layer (MapServer/2)
GEELONG,GEELONG,101227,728238628,205410176,Victoria Locality Boundary layer (MapServer/2)
GEELONG WEST,GEELONG WEST,101228,728238627,205410269,Victoria Locality Boundary layer (MapServer/2)
GELANTIPY,GELANTIPY,101229,468965866,205407558,Victoria Locality Boundary layer (MapServer/2)
GELLIBRAND,GELLIBRAND,101230,805745207,205408106,Victoria Locality Boundary layer (MapServer/2)
GELLIBRAND LOWER,GELLIBRAND LOWER,101232,810305718,205408742,Victoria Locality Boundary layer (MapServer/2)
GELLIONDALE,GELLIONDALE,101233,832994371,205409802,Victoria Locality Boundary layer (MapServer/2)
GEMBROOK,GEMBROOK,101234,820278140,205407628,Victoria Locality Boundary layer (MapServer/2)
GENOA,GENOA,101235,836975005,205407470,Victoria Locality Boundary layer (MapServer/2)
GENTLE ANNIE,GENTLE ANNIE,101236,820278139,205407648,Victoria Locality Boundary layer (MapServer/2)
GEORGES CREEK,GEORGES CREEK,101237,468965066,205408762,Victoria Locality Boundary layer (MapServer/2)
GERAHMIN,GERAHMIN,101238,826549806,205407830,Victoria Locality Boundary layer (MapServer/2)
GERANG GERUNG,GERANG GERUNG,101239,535917842,205407682,Victoria Locality Boundary layer (MapServer/2)
GERANGAMETE,GERANGAMETE,101240,805745201,205408608,Victoria Locality Boundary layer (MapServer/2)
GERMANIA,GERMANIA,101241,840422610,205409421,Victoria Locality Boundary layer (MapServer/2)
GERMANTOWN,GERMANTOWN,101242,468965533,205409207,Victoria Locality Boundary layer (MapServer/2)
GERRIGERRUP,GERRIGERRUP,101243,798567203,205408144,Victoria Locality Boundary layer (MapServer/2)
GHERANG,GHERANG,101244,796758821,205409241,Victoria Locality Boundary layer (MapServer/2)
GHERINGHAP,GHERINGHAP,101245,792936299,205409266,Victoria Locality Boundary layer (MapServer/2)
GHIN GHIN,GHIN GHIN,101246,857824961,205408153,Victoria Locality Boundary layer (MapServer/2)
GIFFARD,GIFFARD,101247,537535787,205407903,Victoria Locality Boundary layer (MapServer/2)
GIFFARD WEST,GIFFARD WEST,101248,468967411,205408158,Victoria Locality Boundary layer (MapServer/2)
GIL GIL,GIL GIL,101249,468965203,205409091,Victoria Locality Boundary layer (MapServer/2)
GILDEROY,GILDEROY,101250,820278130,205409705,Victoria Locality Boundary layer (MapServer/2)
GILLIESTON,GILLIESTON,101251,815858136,205409731,Victoria Locality Boundary layer (MapServer/2)
GILLUM,GILLUM,101252,468966521,205408749,Victoria Locality Boundary layer (MapServer/2)
GIPSY POINT,GIPSY POINT,101253,836975008,205409699,Victoria Locality Boundary layer (MapServer/2)
GIRGARRE,GIRGARRE,101254,815858146,205408166,Victoria Locality Boundary layer (MapServer/2)
GIRGARRE EAST,GIRGARRE EAST,101255,815858161,205409063,Victoria Locality Boundary layer (MapServer/2)
GISBORNE,GISBORNE,101256,839445919,205408098,Victoria Locality Boundary layer (MapServer/2)
GISBORNE SOUTH,GISBORNE SOUTH,101257,791830781,205409579,Victoria Locality Boundary layer (MapServer/2)
GLADFIELD,GLADFIELD,101258,468965008,205408929,Victoria Locality Boundary layer (MapServer/2)
GLADSTONE PARK,GLADSTONE PARK,101259,856969670,205410168,Victoria Locality Boundary layer (MapServer/2)
GLADYSDALE,GLADYSDALE,101260,820278121,205409381,Victoria Locality Boundary layer (MapServer/2)
GLEN ALVIE,GLEN ALVIE,101261,804193117,205409272,Victoria Locality Boundary layer (MapServer/2)
GLEN CREEK,GLEN CREEK,101262,468965289,205408931,Victoria Locality Boundary layer (MapServer/2)
GLEN FORBES,GLEN FORBES,101264,804193108,205409321,Victoria Locality Boundary layer (MapServer/2)
GLEN HUNTLY,GLEN HUNTLY,101265,739400814,205410366,Victoria Locality Boundary layer (MapServer/2)
GLEN IRIS,GLEN IRIS,101267,875096156,205409942,Victoria Locality Boundary layer (MapServer/2)
GLEN PARK,GLEN PARK,101268,829328731,205409497,Victoria Locality Boundary layer (MapServer/2)
