suburb_locality_name,loc_pid,centroid_latitude,centroid_longitude,geometry_type,boundary_source_url,parking_inventory_scope,public_parking_count,public_parking_inventory_status,preferred_statewide_parking_source,preferred_statewide_parking_source_url,secondary_source_examples,notes,app_has_parking_pin_data,app_parking_pin_count,app_source_dataset_count,app_source_datasets
CHESHUNT,VIC541,-36.843481,146.438609,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CHESHUNT SOUTH,VIC542,-36.924704,146.441908,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CHESNEY VALE,VIC543,-36.41144,146.064593,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CHETWYND,VIC544,-37.324542,141.361552,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CHEWTON,VIC545,-37.098013,144.265756,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CHEWTON BUSHLANDS,VIC546,-37.075516,144.292748,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CHILDERS,VIC547,-38.297495,146.101716,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CHILLINGOLLAH,VIC548,-35.2753,143.043118,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CHILTERN,VIC549,-36.210348,146.607201,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CHILTERN VALLEY,VIC550,-36.149149,146.539428,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CHINANGIN,VIC551,-35.532753,143.178337,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CHINKAPOOK,VIC552,-35.183214,142.944172,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CHINTIN,VIC553,-37.395789,144.823711,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CHIRNSIDE PARK,VIC554,-37.743794,145.316439,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CHIRRIP,VIC555,-36.160098,143.132811,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CHOCOLYN,VIC556,-38.210113,143.21183,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CHRISTMAS HILLS,VIC557,-37.66598,145.304808,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CHUM CREEK,VIC558,-37.585805,145.473105,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CHURCHILL,VIC559,-38.312778,146.426935,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CHURCHILL ISLAND,VIC560,-38.501043,145.339653,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CHUTE,VIC561,-37.314289,143.411778,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CLARENDON,VIC562,-37.690592,143.973197,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CLARETOWN,VIC563,-37.515102,144.032303,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CLARINDA,VIC564,-37.935943,145.106355,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CLARKEFIELD,VIC565,-37.479526,144.808794,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CLARKES HILL,VIC566,-37.491958,143.977177,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CLAYTON,VIC567,-37.919944,145.129819,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CLAYTON SOUTH,VIC568,-37.945314,145.125156,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CLEAR LAKE,VIC569,-36.934764,141.898335,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CLEMATIS,VIC570,-37.932053,145.415706,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CLIFTON CREEK,VIC571,-37.702799,147.663113,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CLIFTON HILL,VIC572,-37.789292,144.996617,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CLIFTON SPRINGS,VIC573,-38.151246,144.572499,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CLONBINANE,VIC574,-37.376021,145.154311,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CLOVER FLAT,VIC575,-37.613023,141.558432,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CLOVERLEA,VIC576,-38.231269,145.995061,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CLUB TERRACE,VIC577,-37.51372,148.936541,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CLUNES,VIC578,-37.298099,143.790531,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CLYDE,VIC579,-38.156832,145.355003,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,True,4,1,City of Casey Parking Restriction Zones
CLYDE NORTH,VIC580,-38.100099,145.357367,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,True,13,1,City of Casey Parking Restriction Zones
CLYDEBANK,VIC581,-38.050245,147.188056,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
CLYDESDALE,VIC582,-37.166703,144.099423,Polygon,https://data.gov.au/data/dataset/geoscape-administrative-boundaries,public parking only,,Not yet populated from statewide parking source,Vicmap Features of Interest (parking area subtype),https://discover.data.vic.gov.au/dataset/vicmap-features-of-interest,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/ ; https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/ ; https://discover.data.vic.gov.au/dataset/parking-lots ; https://discover.data.vic.gov.au/dataset/car-parking-zones,Template row for suburb/locality-level public parking research in Victoria. Populate public_parking_count after extracting parking facilities from statewide and council datasets.,False,0,0,
