locality_name,gazetted_locality_name,vicnames_id,ufi,pfi,has_public_parking_data,parking_entity_count,source_owner_count,source_dataset_count,source_owners,source_datasets
DAISY HILL,DAISY HILL,100913,468965828,205409014,False,0,0,0,,
DALES CREEK,DALES CREEK,100914,802469049,205410315,False,0,0,0,,
DALLAS,DALLAS,100915,782291779,205410271,False,0,0,0,,
DALMORE,DALMORE,100916,763860820,205409587,False,0,0,0,,
DALTONS BRIDGE,DALTONS BRIDGE,100917,842441916,205409524,False,0,0,0,,
DALYENONG,DALYENONG,100918,468965585,205408095,False,0,0,0,,
DALYSTON,DALYSTON,100919,804193136,205409354,False,0,0,0,,
DANDENONG,DANDENONG,100920,856969699,205409902,True,3,1,1,City of Casey,City of Casey Parking Restriction Zones
DANDENONG NORTH,DANDENONG NORTH,100921,856969695,205409868,False,0,0,0,,
DANDENONG SOUTH,DANDENONG SOUTH,100922,761136271,205409392,False,0,0,0,,
DANDONGADALE,DANDONGADALE,100923,468965544,205407507,False,0,0,0,,
DARGO,DARGO,100925,522214187,205407409,False,0,0,0,,
DARLEY,DARLEY,100926,802469067,205409302,False,0,0,0,,
DARLIMURLA,DARLIMURLA,100928,812374046,205409570,False,0,0,0,,
DARLINGTON,DARLINGTON,100929,810305639,205407701,False,0,0,0,,
DARNUM,DARNUM,100931,808851395,205409009,False,0,0,0,,
DARRAWEIT GUIM,DARRAWEIT GUIM,100932,814063510,205408367,False,0,0,0,,
DARRIMAN,DARRIMAN,100933,468967423,205407630,False,0,0,0,,
DARTMOOR,DARTMOOR,100934,795436755,205407515,False,0,0,0,,
DARTMOUTH,DARTMOUTH,100936,468965290,205407412,False,0,0,0,,
DAWSON,DAWSON,100937,468966959,205409477,False,0,0,0,,
DAYLESFORD,DAYLESFORD,100938,831486721,205409028,False,0,0,0,,
DEAN,DEAN,100939,831486756,205409198,False,0,0,0,,
DEANS MARSH,DEANS MARSH,100940,805745191,205408576,False,0,0,0,,
DEANSIDE,DEANSIDE,123262,871913928,425658406,False,0,0,0,,
DEDDICK VALLEY,DEDDICK VALLEY,100941,468965684,205407429,False,0,0,0,,
DEDERANG,DEDERANG,100942,468965316,205408288,False,0,0,0,,
DEEP LEAD,DEEP LEAD,100943,840422608,205408311,False,0,0,0,,
DEEPDENE,DEEPDENE,103819,736755532,214716891,False,0,0,0,,
DEER PARK,DEER PARK,100944,791830817,205409916,False,0,0,0,,
DELACOMBE,DELACOMBE,100945,829328762,205409869,False,0,0,0,,
DELAHEY,DELAHEY,100946,791830805,205410183,False,0,0,0,,
DELATITE,DELATITE,100947,468965854,205409372,False,0,0,0,,
DELBURN,DELBURN,100950,812374035,205408885,False,0,0,0,,
DELEGATE RIVER,DELEGATE RIVER,103804,468965805,214484176,False,0,0,0,,
DENICULL CREEK,DENICULL CREEK,100951,810845963,205409077,False,0,0,0,,
DENISON,DENISON,100952,548292210,205408241,False,0,0,0,,
DENNINGTON,DENNINGTON,100954,798567261,205409772,False,0,0,0,,
DENVER,DENVER,100955,831486711,205409541,False,0,0,0,,
DEPTFORD,DEPTFORD,100957,468966208,205407483,False,0,0,0,,
DERBY,DERBY,100958,468965473,205408972,False,0,0,0,,
DEREEL,DEREEL,100959,792936267,205408552,False,0,0,0,,
DERGHOLM,DERGHOLM,100961,795436724,205407514,False,0,0,0,,
DERRIMUT,DERRIMUT,100962,791830819,205409746,False,0,0,0,,
DERRINAL,DERRINAL,100963,824742313,205408532,False,0,0,0,,
DERRINALLUM,DERRINALLUM,100964,810305636,205407525,False,0,0,0,,
DEVENISH,DEVENISH,100965,468965216,205408082,False,0,0,0,,
DEVILS RIVER,DEVILS RIVER,100966,806917028,205408312,False,0,0,0,,
DEVON MEADOWS,DEVON MEADOWS,100967,752636325,205409399,True,17,1,1,City of Casey,City of Casey Parking Restriction Zones
DEVON NORTH,DEVON NORTH,100968,832994359,205408472,False,0,0,0,,
DEWHURST,DEWHURST,100969,763860787,205409995,False,0,0,0,,
DHURRINGILE,DHURRINGILE,100970,815858173,205408360,False,0,0,0,,
DIAMOND CREEK,DIAMOND CREEK,100971,706500141,205409582,False,0,0,0,,
DIGBY,DIGBY,100972,795436754,205407947,False,0,0,0,,
DIGGERS REST,DIGGERS REST,100974,791830783,205408379,False,0,0,0,,
DIGGORA,DIGGORA,100975,863630839,205408441,False,0,0,0,,
DIMBOOLA,DIMBOOLA,100976,571137468,205407452,False,0,0,0,,
DINGEE,DINGEE,100977,525903707,205407854,False,0,0,0,,
DINGLEY VILLAGE,DINGLEY VILLAGE,100978,761136263,205409949,False,0,0,0,,
DINGWALL,DINGWALL,100979,842441914,205408020,False,0,0,0,,
DINNER PLAIN,DINNER PLAIN,100980,468965775,205409313,False,0,0,0,,
DIXIE,DIXIE,100981,810305673,205408648,False,0,0,0,,
DIXONS CREEK,DIXONS CREEK,100982,820278075,205408805,False,0,0,0,,
DOBIE,DOBIE,100983,879162269,205408507,False,0,0,0,,
DOCKER,DOCKER,100984,468965343,205408854,False,0,0,0,,
DOCKERS PLAINS,DOCKERS PLAINS,100985,821620740,205408913,False,0,0,0,,
DOCKLANDS,DOCKLANDS,100986,812633154,205410229,True,1771,1,3,City of Melbourne,On-street Parking Bay Sensors | On-street Parking Bays | Parking zones linked to street segments
DOCTORS FLAT,DOCTORS FLAT,100987,468966006,205409884,False,0,0,0,,
DOLLAR,DOLLAR,100988,812374085,205409525,False,0,0,0,,
DON VALLEY,DON VALLEY,100989,820278094,205409718,False,0,0,0,,
DONALD,DONALD,100990,468965112,205407506,False,0,0,0,,
DONCASTER,DONCASTER,100991,874508004,205409907,False,0,0,0,,
DONCASTER EAST,DONCASTER EAST,100992,876949264,205409820,False,0,0,0,,
DONNYBROOK,DONNYBROOK,100993,857824973,205409361,False,0,0,0,,
DONVALE,DONVALE,100994,876949265,205409786,False,0,0,0,,
DOOBOOBETIC,DOOBOOBETIC,100995,847360179,205408009,False,0,0,0,,
DOOEN,DOOEN,100996,830094924,205407938,False,0,0,0,,
DOOKIE,DOOKIE,100997,815858135,205408378,False,0,0,0,,
DOOKIE COLLEGE,DOOKIE COLLEGE,100998,815858151,205409643,False,0,0,0,,
DOREEN,DOREEN,101000,857824974,205409126,False,0,0,0,,
DORODONG,DORODONG,101001,795436723,205407595,False,0,0,0,,
DOUBLE BRIDGES,DOUBLE BRIDGES,101002,468966251,205407827,False,0,0,0,,
DOUGLAS,DOUGLAS,101004,468965732,205407606,False,0,0,0,,
DOVETON,DOVETON,101005,856969698,205410141,True,253,1,1,City of Casey,City of Casey Parking Restriction Zones
DREEITE,DREEITE,101006,810305651,205408133,False,0,0,0,,
DREEITE SOUTH,DREEITE SOUTH,101008,810305660,205409638,False,0,0,0,,
DRIFFIELD,DRIFFIELD,101010,808851417,205408640,False,0,0,0,,
DRIK DRIK,DRIK DRIK,101011,795436765,205408048,False,0,0,0,,
DROMANA,DROMANA,101012,776340598,205409172,False,0,0,0,,
DROPMORE,DROPMORE,101013,814063475,205409389,False,0,0,0,,
DROUIN,DROUIN,101014,808851385,205408703,False,0,0,0,,
DROUIN EAST,DROUIN EAST,101015,808851388,205410015,False,0,0,0,,
DROUIN SOUTH,DROUIN SOUTH,101016,808851396,205408783,False,0,0,0,,
DROUIN WEST,DROUIN WEST,101017,876949267,205409441,False,0,0,0,,
DRUMANURE,DRUMANURE,101018,815858109,205409447,False,0,0,0,,
DRUMBORG,DRUMBORG,101019,795436769,205407580,False,0,0,0,,
DRUMCONDRA,DRUMCONDRA,101020,728238624,205410394,False,0,0,0,,
DRUMMARTIN,DRUMMARTIN,101021,824742237,205408215,False,0,0,0,,
DRUMMOND,DRUMMOND,101022,839445896,205409062,False,0,0,0,,
DRUMMOND NORTH,DRUMMOND NORTH,101024,841274389,205408892,False,0,0,0,,
DRUNG,DRUNG,101027,830094927,205407970,False,0,0,0,,
DRY DIGGINGS,DRY DIGGINGS,101028,831486713,205409941,False,0,0,0,,
DRYSDALE,DRYSDALE,101029,881593612,205408823,False,0,0,0,,
DUCHEMBEGARRA,DUCHEMBEGARRA,101030,468965408,205407800,False,0,0,0,,
DUMBALK,DUMBALK,101031,812374075,205408565,False,0,0,0,,
DUMBALK NORTH,DUMBALK NORTH,101032,812374077,205409451,False,0,0,0,,
DUMOSA,DUMOSA,101033,847360159,205407714,False,0,0,0,,
DUNACH,DUNACH,101035,521329293,205409436,False,0,0,0,,
DUNDONNELL,DUNDONNELL,101036,798567191,205407702,False,0,0,0,,
DUNKELD,DUNKELD,101038,788052901,205407512,False,0,0,0,,
DUNLUCE,DUNLUCE,101039,843399940,205408136,False,0,0,0,,
DUNNEWORTHY,DUNNEWORTHY,101040,468965912,205408816,False,0,0,0,,
DUNNSTOWN,DUNNSTOWN,101042,802469061,205409406,False,0,0,0,,
DUNOLLY,DUNOLLY,101043,843399939,205407977,False,0,0,0,,
DUNROBIN,DUNROBIN,101045,795436734,205408898,False,0,0,0,,
DURDIDWARRAH,DURDIDWARRAH,101046,802469101,205409590,False,0,0,0,,
DURHAM LEAD,DURHAM LEAD,101047,829328778,205409294,False,0,0,0,,
DURHAM OX,DURHAM OX,101050,835229197,205407787,False,0,0,0,,
DUTSON,DUTSON,101051,468967149,205408061,False,0,0,0,,
DUTSON DOWNS,DUTSON DOWNS,101052,468967156,205407987,False,0,0,0,,
DUTTON WAY,DUTTON WAY,101053,795436787,205410379,False,0,0,0,,
DUVERNEY,DUVERNEY,101054,810305643,205408850,False,0,0,0,,
EAGLE POINT,EAGLE POINT,101055,853633160,205409546,False,0,0,0,,
EAGLEHAWK,EAGLEHAWK,101056,824742265,205409693,False,0,0,0,,
EAGLEHAWK NORTH,EAGLEHAWK NORTH,101057,824742262,205410025,False,0,0,0,,
EAGLEMONT,EAGLEMONT,101058,856969685,205410282,False,0,0,0,,
EARLSTON,EARLSTON,101059,840422580,205408481,False,0,0,0,,
EAST BAIRNSDALE,EAST BAIRNSDALE,101060,836975044,205409737,False,0,0,0,,
EAST BENDIGO,EAST BENDIGO,101061,824742275,205409961,False,0,0,0,,
EAST GEELONG,EAST GEELONG,101062,728238634,205410194,False,0,0,0,,
EAST MELBOURNE,EAST MELBOURNE,101063,777758970,205410307,True,2492,1,3,City of Melbourne,On-street Parking Bay Sensors | On-street Parking Bays | Parking zones linked to street segments
EAST SALE,EAST SALE,101064,468967117,205409880,False,0,0,0,,
EAST WANGARATTA,EAST WANGARATTA,101065,821620747,205409492,False,0,0,0,,
EAST WARBURTON,EAST WARBURTON,101066,820278080,205407696,False,0,0,0,,
EASTERN VIEW,EASTERN VIEW,101067,796758836,205409533,False,0,0,0,,
EASTVILLE,EASTVILLE,101068,468965662,205408706,False,0,0,0,,
EASTWOOD,EASTWOOD,103803,836975040,214487920,False,0,0,0,,
EBDEN,EBDEN,101070,849561986,205409393,False,0,0,0,,
ECHUCA,ECHUCA,101071,833995707,205410155,False,0,0,0,,
ECHUCA VILLAGE,ECHUCA VILLAGE,101072,833995708,205408613,False,0,0,0,,
ECHUCA WEST,ECHUCA WEST,101073,468965083,205408649,False,0,0,0,,
ECKLIN SOUTH,ECKLIN SOUTH,101074,810305687,205408249,False,0,0,0,,
EDDINGTON,EDDINGTON,101077,468965667,205408464,False,0,0,0,,
EDEN PARK,EDEN PARK,101079,814063518,205409373,False,0,0,0,,
EDENHOPE,EDENHOPE,101080,468965715,205407441,False,0,0,0,,
EDGECOMBE,EDGECOMBE,101081,839445889,205409800,False,0,0,0,,
EDI,EDI,101082,545729827,205408851,False,0,0,0,,
EDI UPPER,EDI UPPER,101083,468965490,205407745,False,0,0,0,,
EDITHVALE,EDITHVALE,101084,720822390,205410293,False,0,0,0,,
EGANSTOWN,EGANSTOWN,101085,831486724,205409307,False,0,0,0,,
EILDON,EILDON,101087,820278066,205407438,False,0,0,0,,
ELAINE,ELAINE,101088,854384353,205408019,False,0,0,0,,
ELDORADO,ELDORADO,101089,468965187,205408579,False,0,0,0,,
ELEVATED PLAINS,ELEVATED PLAINS,101090,831486714,205410197,False,0,0,0,,
ELINGAMITE,ELINGAMITE,101091,810305689,205409626,False,0,0,0,,
ELINGAMITE NORTH,ELINGAMITE NORTH,101092,810305683,205409000,False,0,0,0,,
ELIZABETH ISLAND,ELIZABETH ISLAND,104554,468967513,219488321,False,0,0,0,,
ELLASWOOD,ELLASWOOD,101093,836975029,205409653,False,0,0,0,,
ELLERSLIE,ELLERSLIE,101094,798567214,205407929,False,0,0,0,,
ELLIMINYT,ELLIMINYT,101095,805745188,205409071,False,0,0,0,,
ELLINBANK,ELLINBANK,101096,808851414,205409475,False,0,0,0,,
ELMHURST,ELMHURST,101097,549264314,205408383,False,0,0,0,,
ELMORE,ELMORE,101099,824742238,205407713,False,0,0,0,,
ELPHINSTONE,ELPHINSTONE,101100,841274362,205408207,False,0,0,0,,
ELSTERNWICK,ELSTERNWICK,101101,743233308,205410254,False,0,0,0,,
ELTHAM,ELTHAM,101103,875319014,205409633,False,0,0,0,,
ELTHAM NORTH,ELTHAM NORTH,101105,706500145,205410146,False,0,0,0,,
ELWOOD,ELWOOD,101106,743233306,205410253,False,0,0,0,,
EMERALD,EMERALD,101107,820278144,205408694,False,0,0,0,,
EMU,EMU,101111,468965504,205408226,False,0,0,0,,
EMU CREEK,EMU CREEK,101112,824742304,205409540,False,0,0,0,,
ENDEAVOUR HILLS,ENDEAVOUR HILLS,101113,860236440,205409664,True,192,1,1,City of Casey,City of Casey Parking Restriction Zones
ENFIELD,ENFIELD,101114,792936254,205408060,False,0,0,0,,
ENGLEFIELD,ENGLEFIELD,101115,788052874,205408874,False,0,0,0,,
ENOCHS POINT,ENOCHS POINT,103723,806917053,210516620,False,0,0,0,,
ENSAY,ENSAY,101116,468966038,205407732,False,0,0,0,,
ENSAY NORTH,ENSAY NORTH,101117,468965988,205408407,False,0,0,0,,
EPPALOCK,EPPALOCK,101118,824742300,205408200,False,0,0,0,,
EPPING,EPPING,101119,782291769,205409090,False,0,0,0,,
EPSOM,EPSOM,101120,824742264,205410018,False,0,0,0,,
ERCILDOUNE,ERCILDOUNE,101122,835229274,205408159,False,0,0,0,,
ERICA,ERICA,101123,808851355,205409701,False,0,0,0,,
ERRINUNDRA,ERRINUNDRA,101124,468966127,205407537,False,0,0,0,,
ESKDALE,ESKDALE,101125,468965306,205407464,False,0,0,0,,
ESMOND,ESMOND,101126,468965021,205409871,False,0,0,0,,
ESSENDON,ESSENDON,101127,858988767,205410024,False,0,0,0,,
ESSENDON FIELDS,ESSENDON FIELDS,103717,872698156,211661436,False,0,0,0,,
ESSENDON NORTH,ESSENDON NORTH,101128,709274465,205410374,False,0,0,0,,
ESSENDON WEST,ESSENDON WEST,101129,709274467,205410357,False,0,0,0,,
EUMEMMERRING,EUMEMMERRING,101130,761136270,205410355,True,30,1,1,City of Casey,City of Casey Parking Restriction Zones
EURACK,EURACK,101131,805745164,205409072,False,0,0,0,,
EUREKA,EUREKA,101132,829328759,205410386,False,0,0,0,,
EUROA,EUROA,101133,840422590,205407659,False,0,0,0,,
EUROBIN,EUROBIN,101134,498522642,205408696,False,0,0,0,,
EVANSFORD,EVANSFORD,101136,468965956,205408551,False,0,0,0,,
EVERSLEY,EVERSLEY,101137,548979353,205408911,False,0,0,0,,
EVERTON,EVERTON,101139,528871998,205408848,False,0,0,0,,
EVERTON UPPER,EVERTON UPPER,101140,528871996,205408397,False,0,0,0,,
EXFORD,EXFORD,101141,857413526,205409824,False,0,0,0,,
EYNESBURY,EYNESBURY,101143,802469094,205408523,False,0,0,0,,
FAIRBANK,FAIRBANK,101144,812374052,205409853,False,0,0,0,,
FAIRFIELD,FAIRFIELD,101145,856969686,205410189,False,0,0,0,,
FAIRHAVEN,FAIRHAVEN,101147,796758839,205410072,False,0,0,0,,
FAIRLEY,FAIRLEY,101148,468964881,205409073,False,0,0,0,,
FAIRY DELL (BAIRNSDALE),FAIRY DELL,101150,836975013,205408420,False,0,0,0,,
FAIRY DELL (ROCHESTER),FAIRY DELL,101149,468965212,205409228,False,0,0,0,,
FALLS CREEK,FALLS CREEK,101151,468965635,205407688,False,0,0,0,,
FARADAY,FARADAY,101152,841274363,205409409,False,0,0,0,,
FAWCETT,FAWCETT,101153,858016799,205408401,False,0,0,0,,
FAWKNER,FAWKNER,101155,881269432,205410064,False,0,0,0,,
FENTONS CREEK,FENTONS CREEK,101156,835229232,205408408,False,0,0,0,,
FERGUSON,FERGUSON,101157,805745217,205409761,False,0,0,0,,
FERN HILL,FERN HILL,101158,526384642,205409595,False,0,0,0,,
FERNBANK,FERNBANK,101160,468966668,205407908,False,0,0,0,,
FERNDALE,FERNDALE,101162,812374032,205409697,False,0,0,0,,
FERNIHURST,FERNIHURST,101163,835229204,205408539,False,0,0,0,,
FERNSHAW,FERNSHAW,101164,820278079,205408453,False,0,0,0,,
FERNTREE GULLY,FERNTREE GULLY,101165,878961264,205409709,False,0,0,0,,
FERNY CREEK,FERNY CREEK,101166,820278136,205410114,False,0,0,0,,
FIELDSTONE,FIELDSTONE,123260,791830815,425658405,False,0,0,0,,
FIERY FLAT,FIERY FLAT,101167,468965265,205408108,False,0,0,0,,
FINGAL,FINGAL,101168,776340620,205409567,False,0,0,0,,
FISH CREEK,FISH CREEK,101169,812374108,205407736,False,0,0,0,,
FISH POINT,FISH POINT,101170,509407418,205409142,False,0,0,0,,
FISKVILLE,FISKVILLE,101171,802469078,205409244,False,0,0,0,,
FITZROY,FITZROY,101172,777758966,205410337,False,0,0,0,,
FITZROY NORTH,FITZROY NORTH,101174,777758959,205410260,False,0,0,0,,
FLAGGY CREEK,FLAGGY CREEK,101175,836975024,205409808,False,0,0,0,,
FLAGSTAFF,FLAGSTAFF,101176,843399953,205410243,False,0,0,0,,
FLAMINGO BEACH,FLAMINGO BEACH,101177,468967319,205410040,False,0,0,0,,
FLEMINGTON,FLEMINGTON,101178,856190241,205410236,True,8,1,1,City of Melbourne,On-street Parking Bays
FLINDERS,FLINDERS,101180,776340624,205408585,False,0,0,0,,
FLORA HILL,FLORA HILL,101181,824742292,205410233,False,0,0,0,,
FLOWERDALE,FLOWERDALE,101183,814063502,205408040,False,0,0,0,,
FLYNN,FLYNN,101184,832994355,205408039,False,0,0,0,,
FLYNNS CREEK,FLYNNS CREEK,101186,800701835,205409604,False,0,0,0,,
FOOTSCRAY,FOOTSCRAY,101188,857371263,205410085,False,0,0,0,,
FORBES,FORBES,101189,814063505,205409065,False,0,0,0,,
FOREST HILL,FOREST HILL,101190,876632722,205410147,False,0,0,0,,
FORGE CREEK,FORGE CREEK,101191,836975054,205408124,False,0,0,0,,
FORREST,FORREST,101192,805745208,205408831,False,0,0,0,,
FOSTER,FOSTER,101193,812374098,205408006,False,0,0,0,,
FOSTER NORTH,FOSTER NORTH,101194,856466761,205408814,False,0,0,0,,
FOSTERVILLE,FOSTERVILLE,101195,824742260,205408760,False,0,0,0,,
FOXHOW,FOXHOW,101196,810305645,205408509,False,0,0,0,,
FRAMLINGHAM,FRAMLINGHAM,101197,798567236,205408770,False,0,0,0,,
FRAMLINGHAM EAST,FRAMLINGHAM EAST,101198,798567230,205409517,False,0,0,0,,
FRANKLINFORD,FRANKLINFORD,101199,548979356,205409329,False,0,0,0,,
FRANKSTON,FRANKSTON,101201,785173882,205409512,False,0,0,0,,
FRANKSTON NORTH,FRANKSTON NORTH,101202,785173879,205410077,False,0,0,0,,
FRANKSTON SOUTH,FRANKSTON SOUTH,101203,785173883,205409690,False,0,0,0,,
FRASER RISE,FRASER RISE,123261,791830796,425679826,False,0,0,0,,
FREEBURGH,FREEBURGH,101204,468965575,205409291,False,0,0,0,,
FRENCH ISLAND,FRENCH ISLAND,101205,848225083,205407693,False,0,0,0,,
FRENCHMANS,FRENCHMANS,101206,468965735,205409066,False,0,0,0,,
FRESHWATER CREEK,FRESHWATER CREEK,101207,796758816,205408639,False,0,0,0,,
FRYERSTOWN,FRYERSTOWN,101208,841274379,205409150,False,0,0,0,,
FULHAM,FULHAM,101209,832994346,205408621,False,0,0,0,,
FUMINA,FUMINA,101210,808851347,205409719,False,0,0,0,,
FUMINA SOUTH,FUMINA SOUTH,101211,808851351,205408786,False,0,0,0,,
FYANS CREEK,FYANS CREEK,101212,840422618,205408676,False,0,0,0,,
FYANSFORD,FYANSFORD,101213,796758802,205409583,False,0,0,0,,
GAFFNEYS CREEK,GAFFNEYS CREEK,103721,820278067,210516629,False,0,0,0,,
GAINSBOROUGH,GAINSBOROUGH,101214,808851409,205410005,False,0,0,0,,
GANNAWARRA,GANNAWARRA,101215,842441909,205408580,False,0,0,0,,
GAPSTED,GAPSTED,101216,569187645,205408660,False,0,0,0,,
GARDENVALE,GARDENVALE,101217,739400816,205410393,False,0,0,0,,
GARFIELD,GARFIELD,101218,763860804,205409306,False,0,0,0,,
GARFIELD NORTH,GARFIELD NORTH,101219,763860796,205409460,False,0,0,0,,
GARIBALDI,GARIBALDI,101220,802469090,205409783,False,0,0,0,,
GARVOC,GARVOC,101222,810305668,205408041,False,0,0,0,,
GATEWAY ISLAND,GATEWAY ISLAND,101223,817075006,205410096,False,0,0,0,,
GATUM,GATUM,101224,788052877,205408016,False,0,0,0,,
GAZETTE,GAZETTE,101226,798567195,205408216,False,0,0,0,,
GEELONG,GEELONG,101227,728238628,205410176,True,24,1,1,City of Greater Geelong,Parking Lots
GEELONG WEST,GEELONG WEST,101228,728238627,205410269,False,0,0,0,,
GELANTIPY,GELANTIPY,101229,468965866,205407558,False,0,0,0,,
GELLIBRAND,GELLIBRAND,101230,805745207,205408106,False,0,0,0,,
GELLIBRAND LOWER,GELLIBRAND LOWER,101232,810305718,205408742,False,0,0,0,,
GELLIONDALE,GELLIONDALE,101233,832994371,205409802,False,0,0,0,,
GEMBROOK,GEMBROOK,101234,820278140,205407628,False,0,0,0,,
GENOA,GENOA,101235,836975005,205407470,False,0,0,0,,
GENTLE ANNIE,GENTLE ANNIE,101236,820278139,205407648,False,0,0,0,,
GEORGES CREEK,GEORGES CREEK,101237,468965066,205408762,False,0,0,0,,
GERAHMIN,GERAHMIN,101238,826549806,205407830,False,0,0,0,,
GERANG GERUNG,GERANG GERUNG,101239,535917842,205407682,False,0,0,0,,
GERANGAMETE,GERANGAMETE,101240,805745201,205408608,False,0,0,0,,
GERMANIA,GERMANIA,101241,840422610,205409421,False,0,0,0,,
GERMANTOWN,GERMANTOWN,101242,468965533,205409207,False,0,0,0,,
GERRIGERRUP,GERRIGERRUP,101243,798567203,205408144,False,0,0,0,,
GHERANG,GHERANG,101244,796758821,205409241,False,0,0,0,,
GHERINGHAP,GHERINGHAP,101245,792936299,205409266,False,0,0,0,,
GHIN GHIN,GHIN GHIN,101246,857824961,205408153,False,0,0,0,,
GIFFARD,GIFFARD,101247,537535787,205407903,False,0,0,0,,
GIFFARD WEST,GIFFARD WEST,101248,468967411,205408158,False,0,0,0,,
GIL GIL,GIL GIL,101249,468965203,205409091,False,0,0,0,,
GILDEROY,GILDEROY,101250,820278130,205409705,False,0,0,0,,
GILLIESTON,GILLIESTON,101251,815858136,205409731,False,0,0,0,,
GILLUM,GILLUM,101252,468966521,205408749,False,0,0,0,,
GIPSY POINT,GIPSY POINT,101253,836975008,205409699,False,0,0,0,,
GIRGARRE,GIRGARRE,101254,815858146,205408166,False,0,0,0,,
GIRGARRE EAST,GIRGARRE EAST,101255,815858161,205409063,False,0,0,0,,
GISBORNE,GISBORNE,101256,839445919,205408098,False,0,0,0,,
GISBORNE SOUTH,GISBORNE SOUTH,101257,791830781,205409579,False,0,0,0,,
GLADFIELD,GLADFIELD,101258,468965008,205408929,False,0,0,0,,
GLADSTONE PARK,GLADSTONE PARK,101259,856969670,205410168,False,0,0,0,,
GLADYSDALE,GLADYSDALE,101260,820278121,205409381,False,0,0,0,,
GLEN ALVIE,GLEN ALVIE,101261,804193117,205409272,False,0,0,0,,
GLEN CREEK,GLEN CREEK,101262,468965289,205408931,False,0,0,0,,
GLEN FORBES,GLEN FORBES,101264,804193108,205409321,False,0,0,0,,
GLEN HUNTLY,GLEN HUNTLY,101265,739400814,205410366,False,0,0,0,,
GLEN IRIS,GLEN IRIS,101267,875096156,205409942,False,0,0,0,,
GLEN PARK,GLEN PARK,101268,829328731,205409497,False,0,0,0,,
GLEN VALLEY,GLEN VALLEY,101270,468965634,205407516,False,0,0,0,,
GLEN WAVERLEY,GLEN WAVERLEY,101271,767125259,205409628,False,0,0,0,,
GLEN WILLS,GLEN WILLS,101272,468965627,205409067,False,0,0,0,,
GLENAIRE,GLENAIRE,101273,805745232,205408032,False,0,0,0,,
GLENALADALE,GLENALADALE,101274,468966497,205408691,False,0,0,0,,
GLENALBYN,GLENALBYN,101275,468965330,205408254,False,0,0,0,,
GLENAROUA,GLENAROUA,101276,814063476,205407784,False,0,0,0,,
GLENBRAE,GLENBRAE,101277,835229270,205409281,False,0,0,0,,
GLENBURN,GLENBURN,101278,806917050,205407723,False,0,0,0,,
GLENDARUEL,GLENDARUEL,101279,831486723,205409721,False,0,0,0,,
GLENDONALD,GLENDONALD,103718,831486730,205409727,False,0,0,0,,
GLENFALLOCH,GLENFALLOCH,103510,808851326,205407991,False,0,0,0,,
GLENFYNE,GLENFYNE,101281,810305692,205408628,False,0,0,0,,
GLENGARRY,GLENGARRY,101282,832994350,205408072,False,0,0,0,,
GLENGARRY NORTH,GLENGARRY NORTH,101284,808851373,205408788,False,0,0,0,,
GLENGARRY WEST,GLENGARRY WEST,101286,808851378,205409226,False,0,0,0,,
GLENGOWER,GLENGOWER,101288,831486704,205408622,False,0,0,0,,
GLENHOPE,GLENHOPE,101289,814063477,205408121,False,0,0,0,,
GLENHOPE EAST,GLENHOPE EAST,101290,814063478,205409319,False,0,0,0,,
GLENISLA,GLENISLA,101292,840422624,205407476,False,0,0,0,,
GLENLEE,GLENLEE,101293,535917840,205407742,False,0,0,0,,
GLENLOFTY,GLENLOFTY,101294,540340896,205408575,False,0,0,0,,
GLENLOGIE,GLENLOGIE,101295,541122134,205408454,False,0,0,0,,
GLENLOTH,GLENLOTH,101297,847360167,205408335,False,0,0,0,,
GLENLOTH EAST,GLENLOTH EAST,101298,847360165,205408960,False,0,0,0,,
GLENLUCE,GLENLUCE,101300,841274387,205409290,False,0,0,0,,
GLENLYON,GLENLYON,101301,841274390,205408268,False,0,0,0,,
GLENMAGGIE,GLENMAGGIE,101302,832994338,205407593,False,0,0,0,,
GLENMORE,GLENMORE,101303,802469083,205408785,False,0,0,0,,
GLENORCHY,GLENORCHY,101304,468965664,205407678,False,0,0,0,,
GLENORMISTON NORTH,GLENORMISTON NORTH,101305,810305652,205409108,False,0,0,0,,
GLENORMISTON SOUTH,GLENORMISTON SOUTH,101307,810305653,205409538,False,0,0,0,,
GLENPATRICK,GLENPATRICK,101308,549264315,205409522,False,0,0,0,,
GLENROWAN,GLENROWAN,101310,468965305,205408759,False,0,0,0,,
GLENROWAN WEST,GLENROWAN WEST,101311,468965344,205408821,False,0,0,0,,
GLENROY,GLENROY,101312,880598647,205409903,False,0,0,0,,
GLENTHOMPSON,GLENTHOMPSON,101314,798567181,205407498,False,0,0,0,,
GLOMAR BEACH,GLOMAR BEACH,101315,468967359,205409919,False,0,0,0,,
GNARWARRE,GNARWARRE,101316,796758803,205408399,False,0,0,0,,
GNOTUK,GNOTUK,101317,810305662,205409572,False,0,0,0,,
GOBARUP,GOBARUP,101318,468965474,205408138,False,0,0,0,,
GOBUR,GOBUR,101319,806917013,205408419,False,0,0,0,,
GOLDEN BEACH,GOLDEN BEACH,101320,468967255,205409510,False,0,0,0,,
GOLDEN GULLY,GOLDEN GULLY,101321,824742295,205410213,False,0,0,0,,
GOLDEN POINT (BALLARAT),GOLDEN POINT,101322,829328760,205410301,False,0,0,0,,
